,title,abstract,author,journal,year,pdf_link,keyword
10,An application of number theory to ergodic theory and the construction of uniquely ergodic models,Using a combinatorial result of N. Hindman one can extend Jewett’s method for proving that a weakly mixing measure preserving transformation has a uniquely ergodic model to the general ergodic case. We sketch a proof of this reviewing the main steps in Jewett’s argument.,"A. Bellow1,2 & H. Furstenberg1,",Israel Journal of Mathematics,1979,https://link.springer.com/article/10.1007/BF02762163,"Periodic Point,Topological Dynamic,Combinatorial Result,Initial Element,Uniquely Ergodic"
11,On a Connection of Number Theory with Graph Theory,"We assign to each positive integer n a digraph whose set of vertices is H = {0, 1, ..., n − 1} and for which there is a directed edge from a ∈ H to b ∈ H if a
2 ≡ b (mod n). We establish necessary and sufficient conditions for the existence of isolated fixed points. We also examine when the digraph is semiregular. Moreover, we present simple conditions for the number of components and length of cycles. Two new necessary and sufficient conditions for the compositeness of Fermat numbers are also introduced.",Lawrence Somer1 & Michal Křížek,Czechoslovak Mathematical Journal,2004,https://link.springer.com/article/10.1023/B%3ACMAJ.0000042385.93571.58,"Fermat numbers,Chinese remainder theorem,primality,group theory,digraphs"
12,Aspects of Number Theory in Terms of Potential Theory,"We develop the Potential Theory on the set N* of all natural numbers ≥2 associated with the kernel V (resp. V
*) given by

$$Vf(x) = \sum\limits_{\mathop {p{\text{ prime}}}\limits_{p|x} } {f(x/p)} ,{\text{ }}V* f(x) = \sum\limits_{p{\text{ prime}}} {f(xp).}$$

We study the extremal elements in the set of all V-supermedian (resp. V
*-supermedian) functions and the Martin boundary of the set N* associated with V and V
*.",Nicu Boboc1 & Gheorghe Bucur,Potential Analysis,2001,https://link.springer.com/article/10.1023/A%3A1026483916247,"Number thoery,potential theory,Martin boundary."
13,Multiple Exponential Sums with Monomials and Their Applications in Number Theory,"Fouvry and Iwaniec's method ([6], [11]) for exponential sums with monomials uses, in a crucial way, a spacing lemma for t(m, q) := (m + q)α − (m − q)α. By introducing a technique on integer points close to a family of curves, we are able to improve their result and to treat the spacing problem for u(m, n, q) := t(m, q)n
β. Finally we choose four classic arithmetic problems to illustrate our new results.",P. Sargos1 & J. Wu,Acta Mathematica Hungarica,2000,https://link.springer.com/article/10.1023/A%3A1006777803163,"Number Theory,Spacing Problem,Integer Point,Arithmetic Problem,Classic Arithmetic"
14,A certain mean value theorem in the number theory,A mean-value theorem for the sum of a “saw-tooth” function of a polynomial is proved. The estimate is exact relative to the main parameter which is the length of the interval of summation.,V. N. Chubarikov,Moscow University Mathematics Bulletin,2015,https://link.springer.com/article/10.3103/S0027132215050095,"Number Theory,Main Parameter"
15,Applications of the theory of modular forms to number theory,"The survey is devoted to arithmetic questions in the theory of modular forms and, in particular, to arithmetic applications of modular functions; mainly only elementary and analytic aspects of this topic, as a rule, for the case of a single variable are presented.",O. M. Fomenk,Journal of Soviet Mathematics,1980,https://link.springer.com/article/10.1007/BF01261429,"Number Theory,Modular Form,Single Variable,Modular Function,Analytic Aspect"
16,Number theory as the ultimate physical theory,"At the Planck scale doubt is cast on the usual notion of space-time and one cannot think about elementary particles. Thus, the fundamental entities of which we consider our Universe to be composed cannot be particles, fields or strings. In this paper the numbers are considered as the fundamental entities. We discuss the construction of the corresponding physical theory. A hypothesis on the quantum fluctuations of the number field is advanced for discussion. If these fluctuations actually take place then instead of the usual quantum mechanics over the complex number field a new quantum mechanics over an arbitrary field must be developed. Moreover, it is tempting to speculate that a principle of invariance of the fundamental physical laws under a change of the number field does hold. The fluctuations of the number field could appear on the Planck length, in particular in the gravitational collapse or near the cosmological singularity. These fluctuations can lead to the appearance of domains with non-Archimedean p-adic or finite geometry. We present a short review of the p-adic mathematics necessary, in this context.",Igor V. Volovich,"P-Adic Numbers, Ultrametric Analysis, and Applications",2010,https://link.springer.com/article/10.1134/S2070046610010061,"p-adic mathematical physics,quantum mechanics and field theory,string theory"
17,"Number theory, dimension theory, and the crisis of overproduction",We consider the relationship between probability theory and the economics of assets. We show that the notion of Bose condensate can be applied in economics.,V. P. Maslov,Mathematical Notes,2010,https://link.springer.com/article/10.1134/S0001434610090130,"Bose-Einstein distribution,Bose condensate,clusterization,degrees of freedom,Gibbs paradox"
18,"Number crunching vs. number theory: computers and FLT, from Kummer to SWAC (1850–1960), and beyond","The present article discusses the computational tools (both conceptual and material) used in various attempts to deal with individual cases of FLT, as well as the changing historical contexts in which these tools were developed and used, and affected research. It also explores the changing conceptions about the role of computations within the overall disciplinary picture of number theory, how they influenced research on the theorem, and the kinds of general insights thus achieved. After an overview of Kummer’s contributions and its immediate influence, I present work that favored intensive computations of particular cases of FLT as a legitimate, fruitful, and worth-pursuing number-theoretical endeavor, and that were part of a coherent and active, but essentially low-profile tradition within nineteenth century number theory. This work was related to table making activity that was encouraged by institutions and individuals whose motivations came mainly from applied mathematics, astronomy, and engineering, and seldom from number theory proper. A main section of the article is devoted to the fruitful collaboration between Harry S. Vandiver and Emma and Dick Lehmer. I show how their early work led to the hesitant introduction of electronic computers for research related with FLT. Their joint work became a milestone for computer-assisted activity in number theory at large.",Leo Corry,Archive for History of Exact Sciences,2008,https://link.springer.com/article/10.1007/s00407-007-0018-2,"Number Theory,Fermat,Prime Number,Dick,Class Number"
19,Contributions to the theory of imitative behavior: The number of political parties as determined by biological and social factors,"The theory of imitative behavior as applied tow mutually exclusive behavior patterns (N. Rashevsky,Mathematical Biology of Social Behavior, Rev. Ed., 1959; The University of Chicago Press) leads to the possibility of any numberw of different behavior patterns existing in a social group. Mutually inhibitory effects suppress the effectiveness of behavior of groups that are very small numerically. The manner in which the different biological and social parameters that enter into the theory of imitative behavior determine the number of different effective behaviors is discussed. The results are applied to the problem of what determines the number of political parties in different countries. This number is expected to increase with increasing spread of the distribution curves for the tendencies towards different behaviors, with decreasing imitation factors, and with increasing instability of psychophysical judgments of the average individuals.",N. Rashevsky,The bulletin of mathematical biophysics,1962,https://link.springer.com/article/10.1007/BF02477862,"Mathematical Biology,Political Party,Behavior Pattern,Biophysics Volume,Political Issue"
20,Euler and number theory,"We give an account of the most important results obtained by Euler in number theory, including the main contribution of Euler, application of analysis to problems of number theory. We note an important role played in modern number theory by the function that was introduced by Euler and is called the Riemann zeta function. We also discuss Euler’s works in other fields of science such as function theory and theory of music, as well as the relationship between music and mathematics.",A. A. Karatsub,Proceedings of the Steklov Institute of Mathematics,2009,https://link.springer.com/article/10.1134/S0081543809010106,"Number Theory,STEKLOV Institute,Prime Number,Riemann Zeta Function,Analytic Number Theory"
21,Some functional equations related to number theory,"We introduce a new functional equation (E(α)), \({\alpha \geqq 0}\) which is originating from the product in the number field \({\mathbb{Q}\left(\sqrt[4]{\alpha}\,\right)}\). We give an explicit description of the solutions \({f : \mathbb{R}^{4}\to \mathbb{R}}\) of this equation for \({\alpha \geqq 0}\) and investigate these results to find the solutions \({f : \mathbb{R}^{4} \to \mathbb{C}}\) of d’Alembert’s type and a Van Vleck’s functional equations originating from number theory. Our considerations refer to the paper [2] in which L. R. Berrone and L. Dieulefait determine, for a fixed real \({\alpha}\), the real valued solutions of the equation
$$ f(x_{1},y_{1})f(x_{2},y_{2})=f(x_{1}x_{2}+\alpha y_{1}y_{2},x_{1}y_{2}+x_{2}y_{1}),\quad (x_{1},y_{1}),(x_{2},y_{2})\in \mathbb{R}^{2}.$$
",D. Zeglami,Acta Mathematica Hungarica,2016,https://link.springer.com/article/10.1007/s10474-016-0634-x,"functional equation,number theory,multiplicative function,character,additive function"
22,The mean square deviation of the number of electrons and quanta in the cascade theory,"On the basis of the quantum mechanical cross-sections for radiation emission by electrons and pair creation by quanta when screening is complete, the fluctuation in the mean number of electrons and photons in any given energy interval in a cascade is calculated. The expression for the mean square deviation of this number is given explicitly in the form of a double integral which can be evaluated by the saddle point method.",H. J. Bhabha F.A.Sc.1 & A. Ramakrishnan,Proceedings of the Indian Academy of Sciences - Section A,1950,https://link.springer.com/article/10.1007/BF03171089,"Energy Interval,Radiation Emission,Angular Spread,Pair Creation,Curly Bracket"
23,Volume and entropy in abstract analytic number theory and thermodynamics,"We develop the recent research [1] and introduce the notions of volume and entropy in abstract analytic number theory. The introduction of negative numbers in the generalized partition problem, together with the meaning of such a generalization in some applications of the theory, is discussed.","V. P. Maslov1,2, S. Yu. Dobrokhotov2,3 & V. E. Nazaikinskii2,",Mathematical Notes,2016,https://link.springer.com/article/10.1134/S0001434616110225,"number theory,thermodynamics,statistical physics,volume,entropy"
24,Some functional equations originating from number theory,"We will introduce new functional equations (3) and (4) which are strongly related to well-known formulae (1) and (2) of number theory, and investigate the solutions of the equations. Moreover, we will also study some stability problems of those equations.","Soon-Mo Jung1 & Jae-Hyeong Bae1,",Proceedings of the Indian Academy of Sciences - Mathematical Sciences,2003,https://link.springer.com/article/10.1007/BF02829761,"Functional equation,stability,multiplicative function"
25,"Solvability of the theory of integers with addition, order, and multiplication by an arbitrary number","It is known that the arithmetic of natural and integer numbers is unsolvable. Even the universal theory of integers with addition and multiplication is unsolvable. It is proved herein that an elementary theory of integers with addition, order, and multiplication by one arbitrary number is solvable and multiplication by the power of one number is unsolvable. For a certain n, the universal theory of integers with addition and n multiplications by an arbitrary number is also unsolvable.",Yu. G. Penzin,Mathematical notes of the Academy of Sciences of the USSR,1973,https://link.springer.com/article/10.1007/BF01147467,"Arbitrary Number,Integer Number,Elementary Theory,Universal Theory"
26,A new version of the ergodic method of Yu. V. Linnik in number theory,A new version of a known method of analytic number theory is developed. This version is demonstrated with a very simple model example — the problem on the asymptotically uniform distribution of integer points of a sphere with respect to a given modulus.,A. V. Malyshe,Journal of Soviet Mathematics,1979,https://link.springer.com/article/10.1007/BF01117526,"Simple Model,Uniform Distribution,Number Theory,Analytic Number,Integer Point"
27,Some remarks on number theory,This note contains some disconnected minor remarks on number theory.,P. Erdös,Israel Journal of Mathematics,1965,https://link.springer.com/article/10.1007/BF02760020,"Number Theory,Arithmetic Progression,Classical Theorem,Diophantine Approximation,Consecutive Integer"
28,On a problem in additive number theory,"For a set A, let P(A) be the set of all finite subset sums of A. We prove that if a sequence B={b
1<b
2<⋯} of integers satisfies b
1≧11 and b

n+1≧3b

n
+5 (n=1,2,…), then there exists a sequence of positive integers A={a
1<a
2<⋯} for which P(A)=ℕ∖B. On the other hand, if a sequence B={b
1<b
2<⋯} of positive integers satisfies either b
1=10 or b
2=3b
1+4, then there is no sequence A of positive integers for which P(A)=ℕ∖B.",Yong-Gao Chen1 & Jin-Hui Fang,Acta Mathematica Hungarica,2012,https://link.springer.com/article/10.1007/s10474-011-0157-4,"subset sum,representation problem,Burr’s problem,completement"
29,The Work of Kim and Roush on Questions of Decidability in Algebra and Number Theory,This article describes the work of Ki Hang Kim and Fred Roush on questions of decidability in algebra and number theory.,Kirsten Eisenträger,Acta Applicandae Mathematicae,2013,https://link.springer.com/article/10.1007/s10440-013-9807-6,"Hilbert’s Tenth Problem,Undecidability"
30,On some inequalities of probabilistic number theory,"Let Q
+ denote the set of positive rational numbers. We define discrete probability measures ν 
x
 on the σ-algebra of subsets of Q
+.We introduce additive functions ƒ: Q
+ → G and obtain a bound for νx(ƒ (r) ∉ X+X−X) using a probability related to some independent random variables. This inequality is an analogue to that proved by I. Ruzsa for additive arithmetical functions.",V. Stakėnas,Lithuanian Mathematical Journal,2006,https://link.springer.com/article/10.1007/s10986-006-0022-2,"additive function,rational numbers,independent random variables"
31,Applications of the wulff construction to the number theory,We apply the geometric construction of solutions of some variational problems of combinatorics in order to estimate the number of partitions and of plane partitions of an integer. Bibliography: 11 titles.,S. Shlosma,Journal of Mathematical Sciences,2005,https://link.springer.com/article/10.1007/s10958-005-0009-2,"Number Theory,Variational Problem,Geometric Construction,Plane Partition"
32,Some remarks on number theory. II.,Like the previous paper of the same title [5] this note contains disconnected remarks on number theory.,P. Erdö,Israel Journal of Mathematics,1967,https://link.springer.com/article/10.1007/BF02771597,"Number Theory,Prime Divisor,Absolute Constant,Multiplicative Function,Disjoint Interval"
33,On an inverse problem in additive number theory,"Let A be a sequence of positive integers and P(A) be the set of all integers which can be represented as the finite sum of distinct terms of A. By improving a result of Hegyvári, Chen and Fang [2] proved that, for a sequence of integers \({B = \{b_{1} < b_{2} < \cdots \}}\) , if \({b_{1} \in \{4, 7, 8\} \cup \{b : b \geq 11\}}\) and \({b_{n+1} \geq 3b_{n} + 5}\) for all \({n \geq 1}\) , then there exists an infinite sequence A of positive integers for which \({P(A) = \mathbb{N} \setminus B}\) ; on the other hand, if b2 =  3b1 +  4, then such A does not exist. In this paper, for b2 = 3b1 +  5, we determine the critical value for b3 such that there exists an infinite sequence A of positive integers for which \({P(A) = \mathbb{N} \setminus B}\) .",J.-H. Fang1 & Z.-K. Fang,Acta Mathematica Hungarica,2019,https://link.springer.com/article/10.1007/s10474-019-00920-x,"inverse problem,subset sum,complement of sequences"
34,On Some Results in Probabilistic Number Theory,The paper presents an overview of main methods and results of the value distribution problem of additive arithmetical functions.,"Jonas Kubilius1,",Acta Applicandae Mathematica,1999,https://link.springer.com/article/10.1023/A%3A1006340706177,"probabilistic number theory,arithmetical functions"
35,Remarks on number theory and thermodynamics underlying statistical distributions in languages,"In the paper “The relationship between the Fermi–Dirac distribution and statistical distributions in languages” (This issue of “Math. Notes”), the Bose–Einstein and Fermi–Dirac distributions are considered in connectionwith frequency distributions in languages in the context of the author’s approach to thermodynamics and number theory problems. The present article presents certain clarifications of certain notions used in that approach, in particular, the identity of particles, the Poisson adiabat, thematching of number theory formulas with those given by the Bose–Einstein distribution, nonstandard analysis, and others.",V. P. Maslov,Mathematical Notes,2017,https://link.springer.com/article/10.1134/S0001434617030233,"number of degrees of freedom,Bose–Einstein distribution,Fermi–Dirac distribution,number theory,Poisson adiabat,regularization"
36,Application of number theory in mathematical statistics,"Elementary number theory (divisibility theory) is used to prove that, in the case of repeated sampling, when the k-th generalized sample moment is independent of the sample mean then the sampling is normal if the volume of the sample is large and k is a square-free integer which, if it is even, is not of the form 2(2s +1)).",Yu. V. Linnik,Mathematical notes of the Academy of Sciences of the USSR,1970,https://link.springer.com/article/10.1007/BF01151693,"Number Theory,Mathematical Statistic,Generalize Sample,Repeated Sampling,Elementary Number"
37,Two-primary algebraic K-theory of two-regular number fields," We explicitly calculate all the 2-primary higher algebraic K-groups of the rings of integers of all 2-regular quadratic number fields, cyclotomic number fields, or maximal real subfields of such. Here 2-regular means that (2) does not split in the number field, and its narrow Picard group is of odd order.",John Rognes1 & Paul Arne Østvær,Mathematische Zeitschrift,2000,https://link.springer.com/article/10.1007/PL00004795,"Mathematics Subject Classification (1991): 19D50, 11R11, 11R18, 11R37, 11R42, 19F27."
38,Hermitian K-theory and 2-regularity for totally real number fields,"We completely determine the 2-primary torsion subgroups of the hermitian K-groups of rings of 2-integers in totally real 2-regular number fields. The result is almost periodic with period 8. Moreover, the 2-regular case is precisely the class of totally real number fields that have homotopy cartesian “Bökstedt square”, relating the K-theory of the 2-integers to that of the fields of real and complex numbers and finite fields. We also identify the homotopy fibers of the forgetful and hyperbolic maps relating hermitian and algebraic K-theory. The result is then exactly periodic of period 8 in the orthogonal case. In both the orthogonal and symplectic cases, we prove a 2-primary hermitian homotopy limit conjecture for these rings.","A. Jon Berrick1, Max Karoubi2 & Paul Arne Østvær",Mathematische Annalen,2011,https://link.springer.com/article/10.1007/s00208-010-0503-9,"Exact Sequence,Short Exact Sequence,Homotopy Type,Homotopy Group,Homotopy Theory"
39,Some Contexts Common for the Number Theory and Harmonic Analysis,"Some contexts common for harmonic analysis and number theory are considered. Elements of harmonic analysis are presented in contexts of Rieman integrals, improper integrals, prime finite fields and finite Abelian groups. Contexts of symmetric properties of functions and theory of measure are considered in brief. Applications of the methods and results from the above contexts to some problems of number theory are given.",N. M. Glazunov1 & Yu. V. Kapitonova,Cybernetics and Systems Analysis,2003,https://link.springer.com/article/10.1023/A%3A1023881311775,"mathematical theory context,trigonometrical sums,Fourier series,Fourier transform,Riemann zeta function integrals,Lebesgue measure"
40,Function Theories in Cayley-Dickson Algebras and Number Theory,"In the recent years a lot of effort has been made to extend the theory of hyperholomorphic functions from the setting of associative Clifford algebras to non-associative Cayley-Dickson algebras, starting with the octonions.An important question is whether there appear really essentially different features in the treatment with Cayley-Dickson algebras that cannot be handled in the Clifford analysis setting. Here we give one concrete example: Cayley-Dickson algebras admit the construction of direct analogues of so-called CM-lattices, in particular, lattices that are closed under multiplication.Canonical examples are lattices with components from the algebraic number fields \(\mathbb{Q}{[\sqrt{m1}, \ldots \sqrt{mk}]}\). Note that the multiplication of two non-integer lattice paravectors does not give anymore a lattice paravector in the Clifford algebra. In this paper we exploit the tools of octonionic function theory to set up an algebraic relation between different octonionic generalized elliptic functions which give rise to octonionic elliptic curves. We present explicit formulas for the trace of the octonionic CM-division values.",Rolf Sören Kraußhar,Milan Journal of Mathematics,2021,https://link.springer.com/article/10.1007/s00032-021-00325-y,"Primary 30G35,Secondary 11G15"
41,A new integral equation and integrals associated with number theory,"We utilize a combination of integral transforms, including the Laplace transform, with some classical results in analytic number theory concerning the Riemann ξ-function, to obtain a new integral equation. This integral equation is generalized to self-dual principal automorphic L-functions. We also provide a new proof of known functional-type identities from analytic number theory, and recast some criteria associated with the RH. An application of our integral equation to the Dirichlet problem in the half plane is stated, giving a new application of the Riemann ξ-function integral.",A. E. Patkowski,Analysis Mathematica,2021,https://link.springer.com/article/10.1007/s10476-021-0076-8,"Fourier integral,Riemann xi function"
42,Unbounded probability theory compatible with the probability theory of numbers,We study the case in which the values of random variables increase without bound.,V. P. Maslov,Mathematical Notes,2012,https://link.springer.com/article/10.1134/S0001434612050112,"Erdős theoremfor partitio numerorum,independent randomvariables,conditional probability,Bose distribution,fractional dimension,Bose condensate,dequantization,Lagrangian manifold,tunnel canonical operator"
43,Parity in knot theory and graph-links,"The present monograph is devoted to low-dimensional topology in the context of two thriving theories: parity theory and theory of graph-links, the latter being an important generalization of virtual knot theory constructed by means of intersection graphs. Parity theory discovered by the second-named author leads to a new perspective in virtual knot theory, the theory of cobordisms in two-dimensional surfaces, and other new domains of topology. Theory of graph-links highlights a new combinatorial approach to knot theory.","D. P. Ilyutko1,2, V. O. Manturov3 & I. M. Nikonov1,",Journal of Mathematical Sciences,2013,https://link.springer.com/article/10.1007/s10958-013-1499-y,"Homotopy Class,Intersection Graph,Virtual Link,Jones Polynomial,Reidemeister Move"
44,An application of gomory cuts in number theory,"Frobenius has stated the following problem. Suppose thata
1, a2, ⋯, an are given positive integers and g.c.d. (a
1, ⋯ , an) = 1. The problem is to determine the greatest positive integerg so that the equation
$$\sum\limits_{i = 1}^n {a_i x_i  = g} $$
 has no nonnegative integer solution. Showing the interrelation of the original problem and discrete optimization we give lower bounds for this number using Gomory cuts which are tools for solving discrete programming problems.In the first section an important theorem is cited after some remarks. In Section 2 we state a parametric knapsack problem. The Frobenius problem is equivalent with finding the value of the parameter where the optimal objective function value is maximal. The basis of this reformulation is the above mentioned theorem. Gomory's cutting plane method is applied for the knapsack problem in Section 3. Only one cut is generated and we make one dual simplex step after cutting the linear programming optimum of the knapsack problem. Applying this result we gain lower bounds for the Frobenius problem in Section 4. In the last section we show that the bounds are sharp in the sense that there are examples with arbitrary many coefficients where the lower bounds and the exact solution of the Frobenius problem coincide.",B. Vizvári,Periodica Mathematica Hungarica,1987,https://link.springer.com/article/10.1007/BF01848085,Primary 10B05
45,Coloring number and on-line Ramsey theory for graphs and hypergraphs,"Let c,s,t be positive integers. The (c,s,t)-Ramsey game is played by Builder and Painter. Play begins with an s-uniform hypergraph G
0=(V,E
0), where E
0=Ø and V is determined by Builder. On the ith round Builder constructs a new edge e

i
 (distinct from previous edges) and sets G

i
=(V,E

i
), where E

i
=E

i−1∪{e

i
}. Painter responds by coloring e

i
 with one of c colors. Builder wins if Painter eventually creates a monochromatic copy of K

t
s

, the complete s-uniform hypergraph on t vertices; otherwise Painter wins when she has colored all possible edges.We extend the definition of coloring number to hypergraphs so that χ(G)≤col(G) for any hypergraph G and then show that Builder can win (c,s,t)-Ramsey game while building a hypergraph with coloring number at most col(K

t
s

). An important step in the proof is the analysis of an auxiliary survival game played by Presenter and Chooser. The (p,s,t)-survival game begins with an s-uniform hypergraph H
0 = (V,Ø) with an arbitrary finite number of vertices and no edges. Let H

i−1=(V

i−1,E

i−1) be the hypergraph constructed in the first i − 1 rounds. On the i-th round Presenter plays by presenting a p-subset P

i
⊆V

i−1 and Chooser responds by choosing an s-subset X

i
⊆P

i
. The vertices in P

i
 − X

i
 are discarded and the edge X

i
 added to E

i−1 to form E

i
. Presenter wins the survival game if H

i
 contains a copy of K

t
s

 for some i. We show that for positive integers p,s,t with s≤p, Presenter has a winning strategy.",H. A. Kierstead1 & Goran Konjevod,Combinatorica,2009,https://link.springer.com/article/10.1007/s00493-009-2264-1,"05D10,05C55,05C65,03C13,03D99"
46,Generalization of a problem of Evelyn-Linfoot and Page in additive number theory,"Let k and l be integers such that 2⩽k ⩽l. Let Sk and S
′l

lbe two subsets of positive integers with Sk⊒Qk and S′l ⊒ Ql, where Qk denotes the set of k-free integers. Further suppose that the characteristic functions of Sk and S
′l

l are multiplicative. Let T(n) denote the number of representations of n in the form n=a+b, where a ε Sk and b∈ S
′l

l. In this paper we establish an asymptotic formula for T(n), when n is sufficiently large; and deduce several known asymptotic formulae as particular cases.",D. Suryanarayana1 & V. Sita Ramaiah,Annali di Matematica Pura ed Applicata,1980,https://link.springer.com/article/10.1007/BF01762499,"Positive Integer,Characteristic Function,Number Theory,Asymptotic Formula,Additive Number"
