,title,abstract,author,journal,year,pdf_link,keyword
10,Numerical Hilbert space solution of fractional Sobolev equation in \(\left(1+1\right)\)-dimensional space,"This paper equipped the time- and space-fractional Sobolev equation with the condition of the Caputo fractional derivative in \(\left(1+1\right)\)-dimensional space to be solved with the help of the reproducing kernel Hilbert space method. The aforesaid method depends on building two Hilbert spaces where the coefficients of fractional expansion are produced by using the generalized Gram Schmidt process. With the use of the Fourier functions expansion theorem, the numeric-analytic solutions are expressed by collection sets of orthonormal functions system in \(\mathfrak{A}\left(\mathcal{U}\right)\) and \(\mathfrak{B}\left(\mathcal{U}\right)\) spaces. In this flair, novel steps are fitted for the covering fractional Sobolev equation and the utilized numeric-analytic approach. To display the obtained results and theories, a variety of tables and graphics will be displayed and exhibited. The received effects imply that the technique is shrewd and has numerous capabilities balance for managing many fractional fashions rising in physics and applied mathematics by the Caputo class derivative. Future work and several notes are collected in the final part.","Omar Abu Arqub 
            ORCID: orcid.org/0000-0001-9526-60951, Hamed Alsulami2 & Mohammed Alhodaly",Mathematical Sciences,2022,https://link.springer.com/article/10.1007/s40096-022-00495-9,"Time–space-fractional Sobolev equation,Reproducing kernel Hilbert space method,Caputo fractional derivatives,Initial-boundary conditions"
11,Generating exact nonlinear ranking functions by symbolic-numeric hybrid method,"This paper presents a hybrid symbolic-numeric algorithm to compute ranking functions for establishing the termination of loop programs with polynomial guards and polynomial assignments. The authors first transform the problem into a parameterized polynomial optimization problem, and obtain a numerical ranking function using polynomial sum-of-squares relaxation via semidefinite programming (SDP). A rational vector recovery algorithm is deployed to recover a rational polynomial from the numerical ranking function, and some symbolic computation techniques are used to certify that this polynomial is an exact ranking function of the loop programs. At last, the authors demonstrate on some polynomial loop programs from the literature that our algorithm successfully yields nonlinear ranking functions with rational coefficients.","Liyong Shen1, Min Wu2, Zhengfeng Yang2 & …Zhenbing Zeng",Journal of Systems Science and Complexity,2013,https://link.springer.com/article/10.1007/s11424-013-1004-1,"Program verification,ranking function,semidefinite programming,symbolic-numeric hybrid method"
12,Topological Approach to Rigorous Numerics of Chaotic Dynamical Systems with Strong Expansion of Error Bounds,"A new algorithm for obtaining rigorous results concerning the existence of chaotic invariant sets of dynamical systems generated by non-autonomous, time-periodic differential equations is presented. Unlike all other algorithms the presented algorithm does not require the numerical integration of the solutions and as a consequence it is insensitive to the rapid error growth in the case of long integration. The result is based on a new theoretical approach to the computation of the homology of the Poincaré map. A concrete numerical example concerning a time-periodic differential equation in the complex plane is provided.","Marian Mrozek1,2 & Roman Srzednicki",Foundations of Computational Mathematics,2010,https://link.springer.com/article/10.1007/s10208-009-9053-5,"Poincaré map,Fixed point index,Isolating block,Symbolic dynamics,Interval arithmetic,Rigorous numerical algorithm"
13,A Symbolic-Numeric Validation Algorithm for Linear ODEs with Newton–Picard Method,"A symbolic-numeric validation algorithm is developed to compute rigorous and tight uniform error bounds for polynomial approximate solutions to linear ordinary differential equations, and in particular D-finite functions. It relies on an a posteriori validation scheme, where such an error bound is computed afterwards, independently from how the approximation was built. Contrary to Newton–Galerkin validation methods, widely used in the mathematical community of computer-assisted proofs, our algorithm does not rely on finite-dimensional truncations of differential or integral operators, but on an efficient approximation of the resolvent kernel using a Chebyshev spectral method. The result is a much better complexity of the validation process, carefully investigated throughout this article. Indeed, the approximation degree for the resolvent kernel depends linearly on the magnitude of the input equation, while the truncation order used in Newton–Galerkin may be exponential in the same quantity. Numerical experiments based on an implementation in C corroborate this complexity advantage over other a posteriori validation methods, including Newton–Galerkin.",Florent Bréhard,Mathematics in Computer Science,2021,https://link.springer.com/article/10.1007/s11786-021-00510-7,"Validated numerics,A posteriori validation,Chebyshev spectral methods,Linear differential equations,D-finite functions"
14,Some Numerical Implications of the Hardy and Littlewood Analysis of the 3-Primes Problem,"We explore some of the numerical implications of the famous 1922 paper “Some Problems of ‘Partitio Numerorum’ III: On the Expression of a Number as a Sum of Primes” of Hardy and Littlewood. In particular, we prove that if the Generalized Riemann Hypothesis holds, then Hardy and Littlewood's analysis yields that every odd number greater than 1.24 × 1050 is a sum of three primes.",Gove Effinger,The Ramanujan Journal,1999,https://link.springer.com/article/10.1023/A%3A1009821519507,"additive number theory,3-primes problem,Hardy and Littlewood,circle method,vinogradov,numerics"
15,"A numerical approximation of parabolic stochastic partial differential equations driven by a Poisson random measure
              
              
              
              
            ",The paper deals with SPDEs driven by Poisson random measures in Banach spaces and its numerical approximation. We investigate the accuracy of space and time approximation. As the space approximation we consider spectral methods and as time approximation the implicit Euler scheme and the explicit Euler scheme. ,Erika Hausenblas1 & Iuliana Marchis,BIT Numerical Mathematics,2006,https://link.springer.com/article/10.1007/s10543-006-0099-3,"stochastic evolution equations,stochastic partial differential equations,numerical approximation,time discretization,space discretization"
16,Dynamical Properties of a Perceptron Learning Process: Structural Stability Under Numerics and Shadowing,"In this paper two aspects of numerical dynamics are used for an artificial neural network (ANN) analysis. It is shown that topological conjugacy of gradient dynamical systems and both the shadowing and inverse shadowing properties have nontrivial implications in the analysis of a perceptron learning process. The main result is that, generically, any such process is stable under numerics and robust. Implementation aspects are discussed as well. The analysis is based on the theorem concerning global topological conjugacy of cascades generated by a gradient flow on a compact manifold without a boundary.",Andrzej Bielecki1 & Jerzy Ombach,Journal of Nonlinear Science,2011,https://link.springer.com/article/10.1007/s00332-011-9094-1,"Dynamical system,Topological conjugacy,Shadowing,Inverse shadowing,Robustness,Perceptron learning process,Gradient differential equation,Runge–Kutta methods"
17,The need for knowledge and reliability in numeric computation: Case study of multivariate Padé approximation,"In this paper we review and link the numeric research projects carried out at the Department of Mathematics and Computer Science of the University of Antwerp since 1978. Results have and are being obtained in various areas. A lot of effort has been put in the theoretical investigation of the multivariate Padé approximation problem using different definitions (see Sections 3 and 7). The numerical implementation raises two delicate issues. First, there is the need to see the wood for the trees again: switching from one to many variables greatly increases the number of choices to be made on the way (see Sections 1 and 5). Second, there is the typical problem of breakdown when computing ratios of determinants: the added value of interval arithmetic combined with defect correction turns out to be significant (see Sections 2 and 4). In Section 6 these two problems are thoroughly illustrated and the interested reader is taken by the hand and guided through a typical computation session. On the way some open problems are indicated which motivate us to continue our research mainly in the area of gathering and offering more knowledge about the problem domain on one hand, and improving the arithmetic tools and numerical routines for a reliable computation of the approximants on the other hand.",Annie Cuyt1 & Brigitte Verdonk,Acta Applicandae Mathematica,1993,https://link.springer.com/article/10.1007/BF00995490,"41A21,65D20"
18,Asymptotics and numerics of polynomials used in Tricomi and Buchholz expansions of Kummer functions,"Expansions in terms of Bessel functions are considered of the Kummer function 1
F
1(a; c, z) (or confluent hypergeometric function) as given by Tricomi and Buchholz. The coefficients of these expansions are polynomials in the parameters of the Kummer function and the asymptotic behavior of these polynomials for large degree is given. Tables are given to show the rate of approximation of the asymptotic estimates. The numerical performance of the expansions is discussed together with the numerical stability of recurrence relations to compute the polynomials. The asymptotic character of the expansions is explained for large values of the parameter a of the Kummer function.",José Luis López1 & Nico M. Temme,Numerische Mathematik,2010,https://link.springer.com/article/10.1007/s00211-010-0303-x,"Kummer functions,Confluent hypergeometric functions,Bessel functions,Asymptotic expansions,Computation of special functions"
19,Small Delay Inertial Manifolds Under Numerics: A Numerical Structural Stability Result,"In this paper we formulate a numerical structural stability result for delay equations with small delay under Euler discretization. The main ingredients of our approach are the existence and smoothness of small delay inertial manifolds, the C
1-closeness of the small delay inertial manifolds and their numerical approximation and M.-C. Li's recent result on numerical structural stability of ordinary differential equations under the Euler method.",Gyula Farkas,Journal of Dynamics and Differential Equations,2002,https://link.springer.com/article/10.1023/A%3A1016335115301,"Delay equations,small delay inertial manifolds,smoothness,
C
1-estimates,Euler method,numerical structural stability"
20,Poisson–Nernst–Planck Systems for Ion Flow with Density Functional Theory for Hard-Sphere Potential: I–V Relations and Critical Potentials. Part II: Numerics,"We consider a one-dimensional steady-state Poisson–Nernst–Planck type model for ionic flow through membrane channels. Improving the classical Poisson–Nernst–Planck models where ion species are treated as point charges, this model includes ionic interaction due to finite sizes of ion species modeled by hard sphere potential from the Density Functional Theory. The resulting problem is a singularly perturbed boundary value problem of an integro-differential system. We examine the problem and investigate the ion size effect on the current–voltage (I–V) relations numerically, focusing on the case where two oppositely charged ion species are involved and only the hard sphere components of the excess chemical potentials are included. Two numerical tasks are conducted. The first one is a numerical approach of solving the boundary value problem and obtaining I–V curves. This is accomplished through a numerical implementation of the analytical strategy introduced by Ji and Liu in [Poisson–Nernst–Planck systems for ion flow with density functional theory for hard-sphere potential: I–V relations and critical potentials. Part I: Analysis, J. Dyn. Differ. Equ. (to appear)]. The second task is to numerically detect two critical potential values V

c
 and V
c.The existence of these two critical values is first realized for a relatively simple setting and analytical approximations of V

c
 and V
c are obtained in the above mentioned reference. We propose an algorithm for numerical detection of V

c
 and V
c
without using any analytical formulas but based on the defining properties and numerical I–V curves directly. For the setting in the above mentioned reference, our numerical values for V

c
 and V
c agree well with the analytical predictions. For a setting including a nonzero permanent charge in which case no analytic formula for the I–V relation is available now, our algorithms can still be applied to find V

c
 and V
c numerically.","Weishi Liu1, Xuemin Tu1 & Mingji Zhang",Journal of Dynamics and Differential Equations,2012,https://link.springer.com/article/10.1007/s10884-012-9278-x,"Ion flow,PNP–DFT,Hard-sphere,I–V relation,Critical potentials"
21,A Stochastic Version of the Jansen and Rit Neural Mass Model: Analysis and Numerics,"Neural mass models provide a useful framework for modelling mesoscopic neural dynamics and in this article we consider the Jansen and Rit neural mass model (JR-NMM). We formulate a stochastic version of it which arises by incorporating random input and has the structure of a damped stochastic Hamiltonian system with nonlinear displacement. We then investigate path properties and moment bounds of the model. Moreover, we study the asymptotic behaviour of the model and provide long-time stability results by establishing the geometric ergodicity of the system, which means that the system—independently of the initial values—always converges to an invariant measure. In the last part, we simulate the stochastic JR-NMM by an efficient numerical scheme based on a splitting approach which preserves the qualitative behaviour of the solution.","Markus Ableidinger1, Evelyn Buckwar1 & Harald Hinterleitner",The Journal of Mathematical Neuroscience,2017,https://link.springer.com/article/10.1186/s13408-017-0046-4,"Jansen and Rit neural mass model,Stochastic Hamiltonian system,Asymptotic behaviour,Stochastic splitting schemes"
22,Mathematics and Numerics for Balance Partial Differential-Algebraic Equations (PDAEs),"We study systems of partial differential-algebraic equations (PDAEs) of first order. Classical solutions of the theory of hyperbolic partial differential equation such as discontinuities (shock and contact discontinuities), rarefactions and diffusive traveling waves are extended for variables living on a surface \(\mathcal {S}\), which is defined as solution of a set of algebraic equations. We propose here an alternative formulation to study numerically and theoretically the PDAEs by changing the algebraic conditions into partial differential equations with relaxation source terms (PDREs). The solution of such relaxed systems is proved to tend to the surface \(\mathcal {S}\), i.e., to satisfy the algebraic equations for long times. We formulate a unified numerical scheme for systems of PDAEs and PDREs. This scheme is naturally parallelizable and has faster convergence. We do not perform a rigorous analysis about the convergence or accuracy for the method, the evidence of its effectiveness is presented by means of simulations for physical and synthetical problems.","Wanderson Lambert 
            ORCID: orcid.org/0000-0002-5175-03251, Amaury Alvarez2, Ismael Ledoino3, Duilio Tadeu4, Dan Marchesin5 & …Johannes Bruining",Journal of Scientific Computing,2020,https://link.springer.com/article/10.1007/s10915-020-01279-w,"Partial differential-algebraic equations (PDAEs),Hyperbolic system of equations,Riemann problems,Parallelizable numerical schemes"
23,"Micro-macro models for viscoelastic fluids: modelling, mathematics and numerics","This paper is an introduction to the modelling of viscoelastic fluids, with an emphasis on micromacro (or multiscale) models. Some elements of mathematical and numerical analysis are provided. These notes closely follow the lectures delivered by the second author at the Chinese Academy of Science during the Workshop “Stress Tensor Effects on Fluid Mechanics” in January 2010.","Claude Le Bris1,2 & Tony Lelièvre1,",Science China Mathematics,2012,https://link.springer.com/article/10.1007/s11425-011-4354-y,"viscoelastic fluids,micro-macro models,entropy methods,Monte Carlo methods"
24,Dynamical analysis and consistent numerics for a delay model of viral infection in phytoplankton population,"In this article, the effects of time delay and carrying capacity in the dynamics of viral phytoplankton and consistence numerics are studied. Basic properties and stabilities of equilibria are rigorously analyzed and conditions for stability switches are found. A dynamically consistent nonstandard finite difference scheme for the continuous delay model is designed to verify the results and reveal some interesting features of the model. Some ecological implications and interpretations are provided.","A. S. Hassan1,",Afrika Matematika,2018,https://link.springer.com/article/10.1007/s13370-017-0541-5,"Phytoplankton,Delay,Stability switches,Nonstandard finite difference scheme"
25,On a front evolution in porous media with a source–analysis and numerics,"We analyze evolution of the interface between immiscible fluids of different densities in porous media. The fluids can be compressible (CO
2 or natural gases) or incompressible (oil, water). We rigorously prove that, if the heavier fluid is on the top and there are no sink or source, a tip of the interface will move in the direction of the gravity (if the tip is directed toward the bottom) or the buoyancy (if the tip is directed toward the top).We also showhowthe sink/source influence propagation of the interface and provide numerical examples.","Maroje Marohnić1, Darko Mitrović1,2 & Andrej Novak","Bulletin of the Brazilian Mathematical Society, New Series",2016,https://link.springer.com/article/10.1007/s00574-016-0166-6,"Darcy law,immiscible fluids,interface dynamics"
26,Rigorous numerics for localized patterns to the quintic Swift-Hohenberg equation,"Localized patterns of the quintic Swift-Hohenberg equation are studied by bifurcation analysis and rigorous numerics. First of all, fundamental bifurcation structures around the trivial solution are investigated by a weak nonlinear analysis based on the center manifold theory. Then bifurcation structures with large amplitude are studied on Galerkin approximated dynamical systems, and a relationship between snaky branch structures of saddle-node bifurcations and localized patterns is discussed. Finally, a topological numerical verification technique proves the existence of several localized patterns as an original infinite dimensional problem, which are beyond the local analysis.",Yasuaki Hiraoka1 & Toshiyuki Ogawa,Japan Journal of Industrial and Applied Mathematics,2005,https://link.springer.com/article/10.1007/BF03167476,"quintic Swift-Hohenberg equation,localized patterns,snaky bifurcation structure,rigorous numerics,Conley index"
27,A \(\varvec{2\times 2}\) hyperbolic system modelling incompressible two phase flows: theory and numerics,"We propose a \(2\times 2\) hyperbolic system of conservation laws to model the dynamics of two incompressible fluids in mechanical disequilibrium. In the theoretical part of the paper we show that this 1D system is not strictly hyperbolic, that the characteristic speed can not a priori be ordered and that the characteristic fields are neither genuinely nonlinear, nor linearly degenerate. We nevertheless prove the existence and uniqueness of an admissible solution to the Riemann problem. This solution remains bounded with positive volume fractions even when one the phases vanishes. We conclude that the multiphase/single phase transition does not imply mechanical equilibrium but displays a non classical wave structure. In the numerical part of the paper we propose some approximate Riemann solvers to simulate the model, especially the multiphase/single phase transition. The classical Riemann solvers have been considered as Godunov scheme, Roe scheme with or without entropy fix. We also propose an in-cell discontinuous reconstruction method which proves to be successful, whereas the other schemes may show some spurious oscillations in some Riemann problem. Finally, as an application we study and simulate the problem of phase separation by gravity.","M. Ndjinga1, T. P. K. Nguyen1,2 & C. Chalons",Nonlinear Differential Equations and Applications NoDEA,2017,https://link.springer.com/article/10.1007/s00030-017-0458-6,"35L65,35L67,35Q35,35D30,65M08,76T10"
28,"Eigenvalues and delay differential equations: periodic coefficients, impulses and rigorous numerics","We develop validated numerical methods for the computation of Floquet multipliers of equilibria and periodic solutions of delay differential equations, as well as impulsive delay differential equations. Using our methods, one can rigorously count the number of Floquet multipliers outside a closed disc centered at zero or the number of multipliers contained in a compact set bounded away from zero. We consider systems with a single delay where the period is at most equal to the delay, and the latter two are commensurate. We first represent the monodromy operator (period map) as an operator acting on a product of sequence spaces that represent the Chebyshev coefficients of the state-space vectors. Truncation of the number of modes yields the numerical method, and by carefully bounding the truncation error in addition to some other technical operator norms, this leads to the method being suitable to computer-assisted proofs of Floquet multiplier location. We demonstrate the computer-assisted proofs on two example problems. We also test our discretization scheme in floating point arithmetic on a gamut of randomly-generated high-dimensional examples with both periodic and constant coefficients to inspect the precision of the spectral radius estimation of the monodromy operator (i.e. stability/instability check for periodic systems) for increasing numbers of Chebyshev modes.","Kevin E. M. Church 
            ORCID: orcid.org/0000-0001-8996-0726",Journal of Dynamics and Differential Equations,2021,https://link.springer.com/article/10.1007/s10884-020-09900-0,"Impulsive delay differential equations,Floquet multipliers,Chebyshev series,Rigorous numerics,Computer-assisted proofs"
29,Numerical Hilbert space solution of fractional Sobolev equation in \(\left(1+1\right)\)-dimensional space,"This paper equipped the time- and space-fractional Sobolev equation with the condition of the Caputo fractional derivative in \(\left(1+1\right)\)-dimensional space to be solved with the help of the reproducing kernel Hilbert space method. The aforesaid method depends on building two Hilbert spaces where the coefficients of fractional expansion are produced by using the generalized Gram Schmidt process. With the use of the Fourier functions expansion theorem, the numeric-analytic solutions are expressed by collection sets of orthonormal functions system in \(\mathfrak{A}\left(\mathcal{U}\right)\) and \(\mathfrak{B}\left(\mathcal{U}\right)\) spaces. In this flair, novel steps are fitted for the covering fractional Sobolev equation and the utilized numeric-analytic approach. To display the obtained results and theories, a variety of tables and graphics will be displayed and exhibited. The received effects imply that the technique is shrewd and has numerous capabilities balance for managing many fractional fashions rising in physics and applied mathematics by the Caputo class derivative. Future work and several notes are collected in the final part.","Omar Abu Arqub 
            ORCID: orcid.org/0000-0001-9526-60951, Hamed Alsulami2 & Mohammed Alhodaly",Mathematical Sciences,2022,https://link.springer.com/article/10.1007/s40096-022-00495-9,"Time–space-fractional Sobolev equation,Reproducing kernel Hilbert space method,Caputo fractional derivatives,Initial-boundary conditions"
30,Generating exact nonlinear ranking functions by symbolic-numeric hybrid method,"This paper presents a hybrid symbolic-numeric algorithm to compute ranking functions for establishing the termination of loop programs with polynomial guards and polynomial assignments. The authors first transform the problem into a parameterized polynomial optimization problem, and obtain a numerical ranking function using polynomial sum-of-squares relaxation via semidefinite programming (SDP). A rational vector recovery algorithm is deployed to recover a rational polynomial from the numerical ranking function, and some symbolic computation techniques are used to certify that this polynomial is an exact ranking function of the loop programs. At last, the authors demonstrate on some polynomial loop programs from the literature that our algorithm successfully yields nonlinear ranking functions with rational coefficients.","Liyong Shen1, Min Wu2, Zhengfeng Yang2 & …Zhenbing Zeng",Journal of Systems Science and Complexity,2013,https://link.springer.com/article/10.1007/s11424-013-1004-1,"Program verification,ranking function,semidefinite programming,symbolic-numeric hybrid method"
31,Topological Approach to Rigorous Numerics of Chaotic Dynamical Systems with Strong Expansion of Error Bounds,"A new algorithm for obtaining rigorous results concerning the existence of chaotic invariant sets of dynamical systems generated by non-autonomous, time-periodic differential equations is presented. Unlike all other algorithms the presented algorithm does not require the numerical integration of the solutions and as a consequence it is insensitive to the rapid error growth in the case of long integration. The result is based on a new theoretical approach to the computation of the homology of the Poincaré map. A concrete numerical example concerning a time-periodic differential equation in the complex plane is provided.","Marian Mrozek1,2 & Roman Srzednicki",Foundations of Computational Mathematics,2010,https://link.springer.com/article/10.1007/s10208-009-9053-5,"Poincaré map,Fixed point index,Isolating block,Symbolic dynamics,Interval arithmetic,Rigorous numerical algorithm"
