,title,abstract,author,journal,year,pdf_link,keyword
10,Harmonic analysis of some classes of linear operators on a real Banach space,"For some classes of bounded linear operators acting in a real Banach space, the methods of abstract harmonic analysis are used to obtain conditions for these operators to be decomposable in the sense of Foiaş and the conditions for the existence of a nontrivial invariant subspace.",E. E. Dikarev1 & D. M. Polyakov,Mathematical Notes,2015,https://link.springer.com/article/10.1134/S0001434615050041,"bounded linear operator,decomposable operator,superdecomposable operator,invariant subspace,real Banach space,Banach module,decomposability in the sense of Foiaş,Beurling spectrum"
11,Factorization of nonlinear supersymmetry in one-dimensional quantum mechanics. I: General classification of reducibility and analysis of the third-order algebra,We study possible factorizations of supersymmetric (SUSY) transformations in the one-dimensional quantum mechanics into chains of elementary Darboux transformations with nonsingular coefficients. A classification of irreducible (almost) isospectral transformations and of related SUSY algebras is presented. A detailed analysis of SUSY algebras and isospectral operators is performed for the third-order case. Bibliography: 29 titles.,A. A. Andrianov1 & A. V. Sokolov,Journal of Mathematical Sciences,2007,https://link.springer.com/article/10.1007/s10958-007-0158-6,"Canonical Basis,Darboux Transformation,Jordan Form,Parametric Formula,Identical Zero"
12,Coquelicot: A User-Friendly Library of Real Analysis for Coq,"Real analysis is pervasive to many applications, if only because it is a suitable tool for modeling physical or socio-economical systems. As such, its support is warranted in proof assistants, so that the users have a way to formally verify mathematical theorems and correctness of critical systems. The Coq system comes with an axiomatization of standard real numbers and a library of theorems on real analysis. Unfortunately, this standard library is lacking some widely used results. For instance, power series are not developed further than their definition. Moreover, the definitions of integrals and derivatives are based on dependent types, which make them especially cumbersome to use in practice. To palliate these inadequacies, we have designed a user-friendly library: Coquelicot. An easier way of writing formulas and theorem statements is achieved by relying on total functions in place of dependent types for limits, derivatives, integrals, power series, and so on. To help with the proof process, the library comes with a comprehensive set of theorems that cover not only these notions, but also some extensions such as parametric integrals, two-dimensional differentiability, asymptotic behaviors. It also offers some automation for performing differentiability proofs. Moreover, Coquelicot is a conservative extension of Coq’s standard library and we provide correspondence theorems between the two libraries. We have exercised the library on several use cases: in an exam at university entry level, for the definitions and properties of Bessel functions, and for the solution of the one-dimensional wave equation.","Sylvie Boldo1, Catherine Lelay1 & Guillaume Melquiond",Mathematics in Computer Science,2015,https://link.springer.com/article/10.1007/s11786-014-0181-1,"Standard real analysis,Coq proof assistant,Library,Generalized limits,Differentiability,Parametric integrals,Power series"
13,Hardness measures for gridworld benchmarks and performance analysis of real-time heuristic search algorithms,"Gridworlds are one of the most popular settings used in benchmark problems for real-time heuristic search algorithms. However, no comprehensive studies have been published so far on how the difference in the density of randomly positioned obstacles affects the hardness of the problems. This paper presents two measures for characterizing the hardness of gridworld problems parameterized by obstacle ratio, and relates them to the performance of the algorithms. We empirically show that the peak locations of those measures and actual performance degradation of the basic algorithms (RTA* and LRTA*) almost coincide with each other for a wide variety of problem settings. Thus the measures uncover some interesting aspects of the gridworlds.",Masataka Mizusawa1 & Masahito Kurihara,Journal of Heuristics,2010,https://link.springer.com/article/10.1007/s10732-008-9084-0,"Real-time search,Gridworlds,Benchmark,Phase transition"
14,Local real analysis in locally homogeneous spaces,"We introduce the concept of locally homogeneous space, and prove in this context L
p and C
α estimates for singular and fractional integrals, as well as L
p estimates on the commutator of a singular or fractional integral with a BMO or VMO function. These results are motivated by local a priori estimates for subelliptic equations.",Marco Bramanti1 & Maochun Zhu,Manuscripta Mathematica,2012,https://link.springer.com/article/10.1007/s00229-011-0501-6,"Primary 42B20,Secondary 47B47"
15,Cosine families and semigroups really differ,"We reveal three surprising properties of cosine families, distinguishing them from semigroups of operators: (1) A single trajectory of a cosine family is either strongly continuous or not measurable. (2) Pointwise convergence of a sequence of equibounded cosine families implies that the convergence is almost uniform for time in the entire real line; in particular, cosine families cannot be perturbed in a singular way. (3) A non-constant trajectory of a bounded cosine family does not have a limit at infinity; in particular, the rich theory of asymptotic behaviour of semigroups does not have a counterpart for cosine families. In addition, we show that equibounded cosine families that converge strongly and almost uniformly in time may fail to converge uniformly.","Adam Bobrowski1 & Wojciech Chojnacki2,",Journal of Evolution Equations,2013,https://link.springer.com/article/10.1007/s00028-013-0208-0,"Primary 47D09,34G10,Secondary 60J65"
16,Brouwer’s Fan Theorem as an axiom and as a contrast to Kleene’s alternative,"The paper is a contribution to intuitionistic reverse mathematics. We introduce a formal system called Basic Intuitionistic Mathematics
BIM, and then search for statements that are, over BIM, equivalent to Brouwer’s Fan Theorem or to its positive denial, Kleene’s Alternative to the Fan Theorem. The Fan Theorem is true under the intended intuitionistic interpretation and Kleene’s Alternative is true in the model of BIM consisting of the Turing-computable functions. The task of finding equivalents of Kleene’s Alternative is, intuitionistically, a nontrivial extension of the task of finding equivalents of the Fan Theorem, although there is a certain symmetry in the arguments that we shall try to make transparent. We introduce closed-and-separable subsets of Baire space \({\mathcal{N}}\) and of the set \({\mathcal{R}}\) of the real numbers. Such sets may be compact and also positively noncompact. The Fan Theorem is the statement that Cantor space \({\mathcal{C}}\), or, equivalently, the unit interval [0, 1], is compact and Kleene’s Alternative is the statement that \({\mathcal{C}}\), or, equivalently, [0, 1], is positively noncompact. The class of the compact closed-and-separable sets and also the class of the closed-and-separable sets that are positively noncompact are characterized in many different ways and a host of equivalents of both the Fan Theorem and Kleene’s Alternative is found.",Wim Veldman,Archive for Mathematical Logic,2014,https://link.springer.com/article/10.1007/s00153-014-0384-9,"Intuitionistic reverse mathematics,Fan Theorem,Weak König’s Lemma"
17,Balls and quasi-metrics: A space of homogeneous type modeling the real analysis related to the Monge-Ampère equation,"We prove that having a quasi-metric on a given set X is essentially equivalent to have a family of subsets S(x, r) of X for which y∈S(x, r) implies both S(y, r)⊂S(x, Kr) and S(x, r)⊂S(y, Kr) for some constant K. As an application, starting from the Monge-Ampère setting introduced in [3], we get a space of homogeneous type modeling the real analysis for such an equation.","H. Aimar, L. Forzani & R. Toledan",Journal of Fourier Analysis and Applications,1998,https://link.springer.com/article/10.1007/BF02498215,"Primary 35J60, 42B20,secondary 35B45, 42B25"
18,A Logic Based Approach to Finding Real Singularities of Implicit Ordinary Differential Equations,"We discuss the effective computation of geometric singularities of implicit ordinary differential equations over the real numbers using methods from logic. Via the Vessiot theory of differential equations, geometric singularities can be characterised as points where the behaviour of a certain linear system of equations changes. These points can be discovered using a specifically adapted parametric generalisation of Gaussian elimination combined with heuristic simplification techniques and real quantifier elimination methods. We demonstrate the relevance and applicability of our approach with computational experiments using a prototypical implementation in Reduce.","Werner M. Seiler1, Matthias Seiß1 & Thomas Sturm2,",Mathematics in Computer Science,2021,https://link.springer.com/article/10.1007/s11786-020-00485-x,"Implicit differential equations,Geometric singularities,Vessiot distribution,Real algebraic computations,Logic computation"
19,The elementary computable functions over the real numbers: applying two new techniques,"The basic motivation behind this work is to tie together various computational complexity classes, whether over different domains such as the naturals or the reals, or whether defined in different manners, via function algebras (Real Recursive Functions) or via Turing Machines (Computable Analysis). We provide general tools for investigating these issues, using two techniques we call approximation and lifting. We use these methods to obtain two main theorems. First, we provide an alternative proof of the result from Campagnolo et al. (J Complex 18:977–1000, 2002), which precisely relates the Kalmar elementary computable functions to a function algebra over the reals. Second, we build on that result to extend a result of Bournez and Hainry (Theor Comput Sci 348(2–3):130–147, 2005), which provided a function algebra for the \({\mathcal{C}}^2\)
real elementary computable functions; our result does not require the restriction to \({\mathcal{C}}^2\) functions. In addition to the extension, we provide an alternative approach to the proof. Their proof involves simulating the operation of a Turing Machine using a function algebra. We avoid this simulation, using a technique we call lifting, which allows us to lift the classic result regarding the elementary computable functions to a result on the reals. The two new techniques bring a different perspective to these problems, and furthermore appear more easily applicable to other problems of this sort.","Manuel L. Campagnolo1,2 & Kerry Ojakian2,",Archive for Mathematical Logic,2008,https://link.springer.com/article/10.1007/s00153-007-0059-x,"Computable analysis,Real recursive functions,Elementary computable"
20,When was ptolemy's star catalogue in ‘Almagest’ compiled in reality? Statistical analysis,"This work is devoted to describing new statistical and geometrical procedures for dating ancient star catalogues considering numerical data contained in these catalogues and the known real configurations of stars on the celestial sphere. The method was tested on several star catalogues whose dates are well known (Tycho Brahe, etc.) and on several artificially generated star catalogues. Then the same method was applied to the Almagest. The results obtained do not confirm the traditional dating of the Almagest (2nd century AD or 2nd century BC) but shift its dating to the Arabian epoch: 600–1300 AD.","A. T. Fomenko1, V. V. Kalashnikov2 & G. V. Nosovsky",Acta Applicandae Mathematica,1989,https://link.springer.com/article/10.1007/BF00047071,"01A35,51F99,62J99"
21,Harmonic analysis of some classes of linear operators on a real Banach space,"For some classes of bounded linear operators acting in a real Banach space, the methods of abstract harmonic analysis are used to obtain conditions for these operators to be decomposable in the sense of Foiaş and the conditions for the existence of a nontrivial invariant subspace.",E. E. Dikarev1 & D. M. Polyakov,Mathematical Notes,2015,https://link.springer.com/article/10.1134/S0001434615050041,"bounded linear operator,decomposable operator,superdecomposable operator,invariant subspace,real Banach space,Banach module,decomposability in the sense of Foiaş,Beurling spectrum"
22,An analysis of the solution set to a homotopy equation between polynomials with real coefficients,"We investigate the structure of the solution setS to a homotopy equationH(Z,t)=0 between two polynomialsF andG with real coefficients in one complex variableZ. The mapH is represented asH(x+iy, t)=h
1(x, y, t)+ih
2(x, y, t), whereh
1 andh
2 are polynomials from ℝ2 × [0,1] into ℝ and i is the imaginary unit. Since all the coefficients ofF andG are real, there is a polynomialh
3 such thath
2(x, y, t)=yh3(x, y, t). Then the solution setS is divided into two sets {(x, t)∶h
1(x, 0, t)=0} and {(x+iy, t)∶h
1(x, y, t)=0,h
3(x, y, t)=0}. Using this division, we make the structure ofS clear. Finally we briefly explain the structure of the solution set to a homotopy equation between polynomial systems with real coefficients in several variables.",Shinji Mizuno,Mathematical Programming,1984,https://link.springer.com/article/10.1007/BF02612337,"Homotopy Equation,Fixed Point Computation,Polynomials with Real Coefficients"
23,A study on the use of non-parametric tests for analyzing the evolutionary algorithms’ behaviour: a case study on the CEC’2005 Special Session on Real Parameter Optimization,"In recent years, there has been a growing interest for the experimental analysis in the field of evolutionary algorithms. It is noticeable due to the existence of numerous papers which analyze and propose different types of problems, such as the basis for experimental comparisons of algorithms, proposals of different methodologies in comparison or proposals of use of different statistical techniques in algorithms’ comparison.In this paper, we focus our study on the use of statistical techniques in the analysis of evolutionary algorithms’ behaviour over optimization problems. A study about the required conditions for statistical analysis of the results is presented by using some models of evolutionary algorithms for real-coding optimization. This study is conducted in two ways: single-problem analysis and multiple-problem analysis. The results obtained state that a parametric statistical analysis could not be appropriate specially when we deal with multiple-problem results. In multiple-problem analysis, we propose the use of non-parametric statistical tests given that they are less restrictive than parametric ones and they can be used over small size samples of results. As a case study, we analyze the published results for the algorithms presented in the CEC’2005 Special Session on Real Parameter Optimization by using non-parametric test procedures.","Salvador García1, Daniel Molina2, Manuel Lozano1 & …Francisco Herrera",Journal of Heuristics,2009,https://link.springer.com/article/10.1007/s10732-008-9080-4,"Statistical analysis of experiments,Evolutionary algorithms,Parametric tests,Non-parametric tests"
24,Stochastic response analysis of noisy system with non-negative real-power restoring force by generalized cell mapping method,"The stochastic response of a noisy system with non-negative real-power restoring force is investigated. The generalized cell mapping (GCM) method is used to compute the transient and stationary probability density functions (PDFs). Combined with the global properties of the noise-free system, the evolutionary process of the transient PDFs is revealed. The results show that stochastic P-bifurcation occurs when the system parameter varies in the response analysis and the stationary PDF evolves from bimodal to unimodal along the unstable manifold during the bifurcation.","Qun Han1, Wei Xu1 & Xiaole Yue",Applied Mathematics and Mechanics,2015,https://link.springer.com/article/10.1007/s10483-015-1918-6,"stochastic response,probability density function (PDF),generalized cell mapping (GCM) method,real-power restoring force,bifurcation"
25,Some Real Analysis behind Optimization of Projectile Motion,"This article addresses the problem of maximizing the lateral displacement of a projectile that is launched from atop a tower and is subject only to gravity. Here, the surface to which we launch is represented by a continuous function whose intersection with every flight path is a single point. In this general setting, we are forced to access tools from real analysis to gain detailed information about the shape of the graph and the maximum of the distance function. In particular, we derive manageable formulas for the maximal lateral displacement of the projectile and the corresponding optimal launch angle.",Robert Kantrowitz1 & Michael M. Neumann,Mediterranean Journal of Mathematics,2014,https://link.springer.com/article/10.1007/s00009-013-0379-5,"Primary 26A06,Secondary 49K15"
26,Simultaneous tracking of flagellates in real time by image analysis,"The hardware and software components are described to track many flagellates simultaneously in real time. The technique is based on on-line digitization of four frames taken at 80 ms intervals and stored in a specialized video memory. The outline and position of each organism are determined by chain coding and followed through the recorded series of images. The movement vectors of all organisms tracked are stored in the form of deviation angles from a predefined stimulus (light or gravity) direction and the distance each organism has moved in the time interval determined by the hardware clock of the computer. Subsequent programs allow one to determine circular histograms of movement directions and velocities in dependence of the movement direction. Examples of several orientation patterns are given for both photoorientation and gravitaxis in the dinoflagellate, Peridinium gatunense.",Donat-P. Häder1 & Kurt Vogel,Journal of Mathematical Biology,1991,https://link.springer.com/article/10.1007/BF00168007,"Chain coding,Gravitaxis,Image analysis,
Peridinium gatunense
,Phototaxis,Velocity"
27,"The problem of the invariance of dimension in the growth of modern topology, part II","This work examines the historical origins of topological dimension theory with special reference to the problem of the invariance of dimension. Part I, comprising chapters 1–4, concerns problems and ideas about dimension from ancient times to about 1900. Chapter 1 deals with ancient Greek ideas about dimension and the origins of theories of hyperspaces and higher-dimensional geometries relating to the subsequent development of dimension theory. Chapter 2 treatsCantor's surprising discovery that continua of different dimension numbers can be put into one-one correspondence and his discussion withDedekind concerning the discovery. The problem of the invariance of dimension originates with this discovery. Chapter 3 deals with the early efforts of 1878–1879 to prove the invariance of dimension. Chapter 4 sketches the rise of point set topology with reference to the problem of proving dimensional invariance and the development of dimension theory. Part II, comprising chapters 5–8, concerns the development of dimension theory during the early part of the twentieth century. Chapter 5 deals with new approaches to the concept of dimension and the problem of dimensional invariance. Chapter 6 analyses the origins ofBrouwer's interest in topology and his breakthrough to the first general proof of the invariance of dimension. Chapter 7 treatsLebesgue's ideas about dimension and the invariance problem and the dispute that arose betweenBrouwer andLebesgue which led toBrouwer's further work on topology and dimension. Chapter 8 offers glimpses of the development of dimension theory afterBrouwer, especially the development of the dimension theory ofUrysohn andMenger during the twenties. Chapter 8 ends with some concluding remarks about the entire history covered.",Dale M. Johnson,Archive for History of Exact Sciences,1981,https://link.springer.com/article/10.1007/BF02116242,"Twentieth Century,Subsequent Development,Early Part,Topological Dimension,Ancient Time"
28,A Multiple Criteria Analysis Model For Real Estate Evaluation,"Real estate evaluation is of great importance and interest to many socio-economic agents, especially to property buyers and sellers for personal benefits, municipalities for tax purposes, financial institutions for loan policies, and to real estate brokerage firms for marketing activities. Although these agents are motivated in their actions by different objectives, even conflicting at times, they all desire to have a realistic description of the real estate market behavior in order to make right and timely decisions. This article presents an estimation model to describe the behavior of real estate markets. The model is based on certain observable real estate market data as well as on the perceptions of real estate agents who are active in the market. The parameters that describe the behavior of the real estate market are estimated, through the estimation model, using mathematical programming tools within a multiple criteria analysis context. The usefulness and applicability of the approach is empirically shown through an implementation using the data of the City of Edmonton, Alberta, Canada.","Ossama Kettani1, Muhittin Oral2 & Yannis Siskos",Journal of Global Optimization,1998,https://link.springer.com/article/10.1023/A%3A1008214528426,"Real estate appraisal,estimation methods,ordinal regression,mathematical programming,multiple criteria approach"
29,On a Refined Analysis of Some Problems in Interval Arithmetic Using Real Number Complexity Theory,"We study some problems in interval arithmetic treated in Kreinovich et al. [13]. First, we consider the best linear approximation of a quadratic interval function. Whereas this problem (as decision problem) is known to be NP-hard in the Turing model, we analyze its complexity in the real number model and the analogous class NP
ℝ. Our results substantiate that most likely it does not any longer capture the difficulty of NP
ℝ in such a real number setting. More precisely, we give upper complexity bounds for the approximation problem for interval functions by locating it in (a real analogue of). This result allows several conclusions:• the problem is not (any more) NP
ℝ-hard under so called weak polynomial time reductions and likely not to be NP
ℝ-hard under (full) polynomial time reductions;• for fixed dimension the problem is polynomial time solvable; this extends the results in Koshelev et al. [12] and answers a question left open in [13].We also study several versions of interval linear systems and show similar results as for the approximation problem.Our methods combine structural complexity theory with issues from semi-infinite optimization theory.",Klaus Meer,Reliable Computing,2004,https://link.springer.com/article/10.1023/B%3AREOM.0000032109.55408.1a,"Approximation Problem,Interval Function,Complexity Theory,Analogous Class,Interval Arithmetic"
30,Harmonic Analysis of Nonquasianalytic Operators in a Real Banach Space,"
In a real Banach space, we consider linear bounded invertible operators such that the norms of their powers are nonquasianalytic. We obtain the condition of the existence of a nontrivial invariant subspace and the condition of decomposability (in the sense of Foia¸s) of such operators. Bibliography: 14 titles.
",E. E. Dikarev1 & D. M. Polyakov,Journal of Mathematical Sciences,2016,https://link.springer.com/article/10.1007/s10958-016-2743-z,"Banach Space,Linear Subspace,Invariant Subspace,Banach Algebra,Real Banach Space"
31,Harmonic Analysis for Real Spherical Spaces,We give an introduction to basic harmonic analysis and representation theory for homogeneous spaces Z = G/H attached to a real reductive Lie group G. A special emphasis is made to the case where Z is real spherical.,Bernhard Krötz1 & Henrik Schlichtkrull,"Acta Mathematica Sinica, English Series",2018,https://link.springer.com/article/10.1007/s10114-017-6557-9,"Real spherical spaces,harmonic analysis,homogeneous spaces,representation theory"
32,Turbulence Phenomena in Real Analysis,"The purpose of this paper is first to show that if X is any locally compact but not compact perfect Polish space and  stands for the one-point compactification of X, while EX is the equivalence relation which is defined on the Polish group C(X,R+*) by  where f, g are in C(X,R+*), then EX is induced by a turbulent Polish group action. Second we show that given any  if we identify the n-dimensional unit sphere Sn with the one-point compactification of Rn via the stereographic projection, while E
n
,
r
 is the equivalence relation which is defined on the Polish group Cr(Rn,R+*) by  where f, g are in Cr(Rn,R+*), then E
n
,
r
 is also induced by a turbulent Polish group action.",Nikolaos Efstathiou Sofronidis,Archive for Mathematical Logic,2005,https://link.springer.com/article/10.1007/s00153-005-0300-4,"Primary 03E15,22F05,Secondary 26B99,26E99,46A99,57R99"
33,Modelling of stock price changes: A real analysis approach,"
Abstract. In this paper a real analysis approach to stock price modelling is considered. A stock price and its return are defined in a duality to each other provided there exist suitable limits along a sequence of nested partitions of a time interval, mimicking sum and product integrals. It extends the class of stochastic processes susceptible to theoretical analysis. Also, it is shown that extended classical calculus is applicable to market analysis whenever the local 2–variation of sample functions of the return is zero, or is determined by jumps if the process is discontinuous. In particular, an extended Riemann-Stieltjes integral is used in that case to prove several properties of trading strategies.",Rimas Norvaiša,Finance and Stochastics,2000,https://link.springer.com/article/10.1007/s007800050077,"Key words: continuous–time model, model testing, stock price, return, trading strategy"
34,Boundary properties for several singular integral operators in real Clifford analysis,"On the basis of the Cauchy integral formulas for regular and biregular functions, we define some Cauchy-type singular integral operators. Then we discuss the Hölder continuous property of some singular integral operators with one integral variable. Then we divide a singular integral operator with two variables into three parts and prove its Hölder continuous property on the boundary.","He-ju Yang1,2 & Yong-hong Xie",Applied Mathematics-A Journal of Chinese Universities,2010,https://link.springer.com/article/10.1007/s11766-010-2148-6,"30B30,31B10"
35,Analysis of equations of state for a real gas based on the notion of division of strain into free and elastic strains,"It is established that, in a general case, the equations of state of a real gas are identical to the constitutive equations of cubic strain of a deformable material. Based on this, we use the fundamental notion of deformation mechanics of the division of strain into free and elastic strain. As a result, we reduce the equation of cubic strain to the form of a generalization of the ideal gas law. We establish specific features of the gaseous state as compared with the solid and liquid states. In particular, the continuum physical meaning of an ideal gas and the universal gas constant is revealed. We construct two-parameter expressions for the compressibility coefficient for an arbitrary state of aggregation, which reveal the physical meaning of the corresponding experimental data and agree with the notions of the molecularkinetic theory of gases.",І. B. Prokopovych,Journal of Mathematical Sciences,2012,https://link.springer.com/article/10.1007/s10958-012-0860-x,"Elastic Strain,Specific Volume,Free State,Piezoelectric Effect,Compressibility Factor"
