,title,abstract,author,journal,year,pdf_link,keyword
0,Some Numerical Second and Third Order Accurate Methods for Approximate Calculation of the Probability Measure of a Polyhedron,"AbstractEvaluation of a multidimensional integral up to a given accuracy is studied. The integrand is subject to certain constraints. The case when the integrand is the density of normal distribution, which is important for applications, is considered as a special case.",V. N. Nefedov,Computational Mathematics and Mathematical Physics,2019,https://link.springer.com/article/10.1134/S096554251907011X,"evaluation of multidimensional integral,prescribed accuracy,polyhedron,density of normal distribution"
0,On the mean value of probability measures on circular graphs,"We introduce and discuss a class of difference equations motivated by a problem from combinatorial optimization on graphs. The local behavior at stationary points is investigated in detail, and in the course of this investigation we prove a stability result for certain types of non-isolated stationary points. Results include a complete characterization of the behavior on chain graphs, and a characterization of the local behavior for circular graphs.","Volkmar Liebscher1 & Sebastian Walcher1,",Results in Mathematics,2001,https://link.springer.com/article/10.1007/BF03322676,"39A01,60F05"
0,Calculation of the probability of trouble-free operation of a main oil pipeline by an analytical-statistical method (a sequential model),"A serial model of a main oil pipeline system is investigated. Lifetime and repair time distribution functions of components are assumed to be of a general form. A new analytical-statistical method, enabling one to construct high-acuracy estimates and to evaluate the contribution of every component to system failure, is proposed. A numerical example is given.",N. Yu. Kuznetsov,Cybernetics and Systems Analysis,2000,https://link.springer.com/article/10.1007/BF02667066,"trouble-free operation,main oil pipeline,analytical-statistical method,sequential model"
0,Centering Problems for Probability Measures on Finite-Dimensional Vector Spaces,"The paper deals with various centering problems for probability measures on finite-dimensional vector spaces. We show that for every such measure, there exists a vector h satisfying μ
δ(h)=S(μ
δ(h)) for each symmetry S of μ, generalizing thus Jurek’s result obtained for full measures. An explicit form of the h is given for infinitely divisible μ. The main result of the paper consists in the analysis of quasi-decomposable (operator-semistable and operator-stable) measures and finding conditions for the existence of a “universal centering” of such a measure to a strictly quasi-decomposable one.",Andrzej Łuczak,Journal of Theoretical Probability,2010,https://link.springer.com/article/10.1007/s10959-010-0294-7,"Centering probability measures,Infinitely divisible laws,Quasi-decomposable (operator-semistable and operator-stable) laws"
0,A Probability Limit Theorem for {f(nx)},"We prove a law of the iterated logarithm for sums ∑
k
≦
N

f(n

k

x) where f is a periodic measurable function and (n

k
) is a rapidly increasing sequence of integers. Our result applies also in the sub-Hadamard case and extends and improves earlier results in the field.",Erika Péter,Acta Mathematica Hungarica,2000,https://link.springer.com/article/10.1023/A%3A1006716931963,"Measurable Function,Early Result,Limit Theorem,Probability Limit,Iterate Logarithm"
0,Conditional Optimization of the Functional Computational Kernel Algorithm for Approximating the Probability Density on the Basis of a Given Sample,"AbstractThe problem of obtaining a numerical functional approximation of probability density on the basis of a given or simulated sample values with a prescribed error level at the minimum cost is considered. A computational algorithm for solving this problem that is a functional version of the kernel estimate of the probability density is proposed. This algorithm is similar to the functional computational kernel statistical algorithm for the approximate solution of the Fredholm integral equation of second kind, for which the theory of conditional optimization was earlier built. In this paper, this theory is built for the constructed functional computational kernel algorithm of approximating the probability density.","T. E. Bulgakova1 & A. V. Voytishek1,",Computational Mathematics and Mathematical Physics,2021,https://link.springer.com/article/10.1134/S0965542521090062,"numerical functional approximation of probability density,numerical approximation of functions,functional computational kernel algorithm,functional computational statistical algorithm,conditionally optimal parameters"
0,On the commuting probability and supersolvability of finite groups,"For a finite group \(G\), let \(d(G)\) denote the probability that a randomly chosen pair of elements of \(G\) commute. We prove that if \(d(G)>1/s\) for some integer \(s>1\) and \(G\) splits over an abelian normal nontrivial subgroup \(N\), then \(G\) has a nontrivial conjugacy class inside \(N\) of size at most \(s-1\). We also extend two results of Barry, MacHale, and Ní Shé on the commuting probability in connection with supersolvability of finite groups. In particular, we prove that if \(d(G)>5/16\) then either \(G\) is supersolvable, or \(G\) isoclinic to \(A_4\), or \(G/\mathbf{Z}(G)\) is isoclinic to \(A_4\).","Paul Lescot1, Hung Ngoc Nguyen2 & Yong Yang",Monatshefte für Mathematik,2014,https://link.springer.com/article/10.1007/s00605-013-0535-9,"Finite group,Conjugacy class,Commuting probability"
0,An estimate on the supremum of a nice class of stochastic integrals and U-statistics,"Let a sequence of iid. random variables ξ
1, . . . ,ξ

n
 be given on a space  with distribution μ together with a nice class  of functions f(x
1, . . . ,x

k
) of k variables on the product space  For all f ∈  we consider the random integral J

n,k
(f) of the function f with respect to the k-fold product of the normalized signed measure  where μ

n
 denotes the empirical measure defined by the random variables ξ
1, . . . ,ξ

n
 and investigate the probabilities  for all x>0. We show that for nice classes of functions, for instance if  is a Vapnik–Červonenkis class, an almost as good bound can be given for these probabilities as in the case when only the random integral of one function is considered. A similar result holds for degenerate U-statistics, too.",Péter Major,Probability Theory and Related Fields,2006,https://link.springer.com/article/10.1007/s00440-005-0440-9,"Probability Measure,Kernel Function,Measurable Space,Product Space,Separable Banach Space"
0,"A correspondence principle between (hyper)graph theory and probability theory, and the (hyper)graph removal lemma","We introduce a correspondence principle (analogous to the Furstenberg Correspondence Principle) that allows one to extract an infinite random graph or hypergraph from a sequence of increasingly large deterministic graphs or hypergraphs. As an application we present a new (infinitary) proof of the hypergraph removal lemma of Nagle-Schacht-Rödl-Skokan and Gowers, which does not require the hypergraph regularity lemma and requires significantly less computation. This in turn gives new proofs of several corollaries of the hypergraph removal lemma, such as Szemerédi’s Theorem on arithmetic progressions.",Terence Tao,Journal d'Analyse Mathématique,2007,https://link.springer.com/article/10.1007/s11854-008-0001-0,"Random Graph,Arithmetic Progression,Event Space,Null Event,Correspondence Principle"
0,On the Partial Stability in Probability of Nonlinear Stochastic Systems,"A general class of the nonlinear time-varying systems of Itô stochastic differential equations is considered. Two problems on the partial stability in probability are studied as follows: 1) the stability with respect to a given part of the variables of the trivial equilibrium; 2) the stability with respect to a given part of the variables of the partial equilibrium. The stochastic Lyapunov functions-based conditions of the partial stability in probability are established. In addition to the main Lyapunov function, an auxiliary (generally speaking, vector-valued) function is introduced for correcting the domain in which the main Lyapunov function is constructed. A comparison with the well-known results on the partial stability of the systems of stochastic differential equations is given. An example that well illustrates the peculiarities of the suggested approach is described. Also a possible unified approach to analyze the partial stability of the time-invariant and time-varying systems of stochastic differential equations is discussed.",V. I. Vorotnikov1 & Yu. G. Martyshenko,Automation and Remote Control,2019,https://link.springer.com/article/10.1134/S0005117919050059,"systems of Itô,stochastic differential equations,partial stability in probability,the method of Lyapunov functions"
0,Small ball probability estimates for the Hölder semi-norm of the stochastic heat equation,"We consider the stochastic heat equation on \([0,\,1]\) with periodic boundary conditions and driven by space-time white noise. Under various natural conditions, we study small ball probabilities for the Hölder semi-norms of the solutions, and provide near optimal bounds on these probabilities. As an application, we prove a support theorem in these Hölder semi-norms.  
","Mohammud Foondun 
            ORCID: orcid.org/0000-0001-7634-916X1, Mathew Joseph2 & Kunwoo Kim3,",Probability Theory and Related Fields,2022,https://link.springer.com/article/10.1007/s00440-022-01153-w,"Heat equation,White noise,Stochastic partial differential equations,Small ball"
0,Statistical optimum estimation techniques for combinatorial optimization problems: a review and critique,"Over the last several decades researchers have addressed the use of statistical techniques to estimate the optimal values of difficult optimization problems. These efforts have been developed in different communities with a wide range of different applications in mind. In this paper we review the theory and applications of these approaches and discuss their strengths and weaknesses. We conclude the paper with a discussion of issues to consider when using these methods in computational experiments, and suggest directions for future research.","Angela P. Giddings1, Ronald L. Rardin2 & Reha Uzsoy",Journal of Heuristics,2014,https://link.springer.com/article/10.1007/s10732-014-9243-4,"Statistical optimum estimation,Experimental analysis, Heuristic quality assessment"
0,The Brownian approximation for rate-control throttles and the G/G/1/C queue,"This paper studies approximations to describe the performance of a rate-control throttle based on a token bank, which is closely related to the standard G/G/1/C queue and the two-node cyclic network of ·/G/1/∞ queues. Several different approximations for the throttle are considered, but most attention is given to a Brownian or diffusion approximation. The Brownian approximation is supported by a heavy-traffic limit theorem (as the traffic intensity approaches the upper limit for stability) for which an upper bound on the rate of convergence is established. Means and squared coefficients of variation associated with renewal-process approximations for the overflow processes are also obtained from the Brownian approximation. The accuracy of the Brownian approximation is investigated by making numerical comparisons with exact values. The relatively simple Brownian approximation for the job overflow rate is not very accurate for small overflow rates, but it nevertheless provides important insights into the way the throttle design parameters should depend on the arrival-process characteristics in order to achieve a specified overflow rate. This simple approximation also provides estimates of the sensitivity of the overflow rates to the model parameters.",Arthur W. Berger1 & Ward Whitt,Discrete Event Dynamic Systems,1992,https://link.springer.com/article/10.1007/BF01797279,"rate-control throttle,token bank,leaky bucket,communication networks,broadband integrated services digital networks (B-ISDNs),asynchronous transfer mode (ATM),G/G/1/C queues,queues with finite waiting rooms,overflow processes,Brownian models,diffusion approximations,heavy traffic,parametric-decomposition approximations"
0,State Space Truncation with Quantified Errors for Accurate Solutions to Discrete Chemical Master Equation,"The discrete chemical master equation (dCME) provides a general framework for studying stochasticity in mesoscopic reaction networks. Since its direct solution rapidly becomes intractable due to the increasing size of the state space, truncation of the state space is necessary for solving most dCMEs. It is therefore important to assess the consequences of state space truncations so errors can be quantified and minimized. Here we describe a novel method for state space truncation. By partitioning a reaction network into multiple molecular equivalence groups (MEGs), we truncate the state space by limiting the total molecular copy numbers in each MEG. We further describe a theoretical framework for analysis of the truncation error in the steady-state probability landscape using reflecting boundaries. By aggregating the state space based on the usage of a MEG and constructing an aggregated Markov process, we show that the truncation error of a MEG can be asymptotically bounded by the probability of states on the reflecting boundary of the MEG. Furthermore, truncating states of an arbitrary MEG will not undermine the estimated error of truncating any other MEGs. We then provide an overall error estimate for networks with multiple MEGs. To rapidly determine the appropriate size of an arbitrary MEG, we also introduce an a priori method to estimate the upper bound of its truncation error. This a priori estimate can be rapidly computed from reaction rates of the network, without the need of costly trial solutions of the dCME. As examples, we show results of applying our methods to the four stochastic networks of (1) the birth and death model, (2) the single gene expression model, (3) the genetic toggle switch model, and (4) the phage lambda bistable epigenetic switch model. We demonstrate how truncation errors and steady-state probability landscapes can be computed using different sizes of the MEG(s) and how the results validate our theories. Overall, the novel state space truncation and error analysis methods developed here can be used to ensure accurate direct solutions to the dCME for a large number of stochastic networks.","Youfang Cao1 nAff2, Anna Terebus1 & Jie Liang",Bulletin of Mathematical Biology,2016,https://link.springer.com/article/10.1007/s11538-016-0149-1,"Stochastic biological networks,Discrete chemical master equation,State space truncation"
0,Integral representations and asymptotic expansions of the incomplete probability integral,"The incomplete probability integral is defined and its connection with Wen's integral is established. For the integral are obtained various integral representations and transformations with respect to both variables, on the basis of which asymptotic expansions are deduced for various values of the parameters.",P. I. Kuznetsov1 & A. S. Yudina,Mathematical notes of the Academy of Sciences of the USSR,1972,https://link.springer.com/article/10.1007/BF01095019,"Asymptotic Expansion,Integral Representation,Incomplete Probability"
0,"On the probability that n and [n
c] are coprime","We prove that for any positive real number \(c\) which is not an integer, the density of the integers \(n\) which are coprime to \(n^c {\text{ is }}6/\pi ^2 \), a result conjectured by Moser, Lambek and Erd Hs.",Francine Delmer1 & Jean-Marc Deshouillers,Periodica Mathematica Hungarica,2002,https://link.springer.com/article/10.1023/A%3A1022337727769,"distribution modulo 1,greatest common divisor"
0,Classical theorems of probability on Gelfand pairs—Khinchin’s theorems and Cramér’s theorem,"We prove Khinchin’s Theorems for Gelfand pairs (G, K) satisfying a condition (*): (a)G is connected; (b)G is almost connected and Ad (G/M) is almost algebraic for some compact normal subgroupM; (c)G admits a compact open normal subgroup; (d) (G,K) is symmetric andG is 2-root compact; (e)G is a Zariski-connectedp-adic algebraic group; (f) compact extension of unipotent algebraic groups; (g) compact extension of connected nilpotent groups. In fact, condition (*) turns out to be necessary and sufficient forK-biinvariant measures on aforementioned Gelfand pairs to be Hungarian. We also prove that Cramér’s theorem does not hold for a class of Gaussians on compact Gelfand pairs.",P. Graczyk1 & C. R. E. Raja,Israel Journal of Mathematics,2002,https://link.springer.com/article/10.1007/BF02784506,"Algebraic Group,Compact Group,Compact Subgroup,Maximal Compact Subgroup,Gelfand Pair"
0,Restricted transition probabilities and their applications to some problems in the dynamics of biological populations,"In this paper a theory of a class of restricted transition probabilities is developed and applied to a problem in the dynamics of biological populations under the assumption that the underlying stochastic process is a continuous time parameter Markov chain with stationary transition probabilities. The paper is divided into three parts. Part one contains sufficient background from the theory of Markov processes to define restricted transition probabilities in a rigorous manner. In addition, some basic concepts in the theory of stochastic processes are interpreted from the biological point of view. Part two is concerned with the problem of finding representations for restricted transition probabilities. Finally, in part three the theory of restricted transition probabilities is applied to the problem of finding and analyzing some properties of the distribution function of the maximum size attained by the population in a finite time interval for a rather wide class of Markov processes. Some other applications of restricted transition probabilities to other problems in the dynamics of biological populations are also suggested. These applications will be discussed more fully in a companion paper.",Charles J. Mode,The bulletin of mathematical biophysics,1966,https://link.springer.com/article/10.1007/BF02476813,"Step Function,Nonnegative Integer,Optimum Allocation,Host Population,Minimal Solution"
0,Analyzing the Performance of Generalized Hill Climbing Algorithms,"Generalized hill climbing algorithms provide a framework to describe and analyze metaheuristics for addressing intractable discrete optimization problems. The performance of such algorithms can be assessed asymptotically, either through convergence results or by comparison to other algorithms. This paper presents necessary and sufficient convergence conditions for generalized hill climbing algorithms. These conditions are shown to be equivalent to necessary and sufficient convergence conditions for simulated annealing when the generalized hill climbing algorithm is restricted to simulated annealing. Performance measures are also introduced that permit generalized hill climbing algorithms to be compared using random restart local search. These results identify a solution landscape parameter based on the basins of attraction for local optima that determines whether simulated annealing or random restart local search is more effective in visiting a global optimum. The implications and limitations of these results are discussed.",Sheldon H. Jacobson1 & Enver Yücesan,Journal of Heuristics,2004,https://link.springer.com/article/10.1023/B%3AHEUR.0000034712.48917.a9,"meta-heuristics,simulated annealing,performance evaluation,convergence"
0,The Kolmogorov Problem on Uniqueness of Probability Solutions of a Parabolic Equation,Abstract—We give a solution to the Kolmogorov problem on uniqueness of probability solutions to a parabolic Fokker–Planck–Kolmogorov equation.,"V. I. Bogachev1,2,3,4, T. I. Krasovitskii1,4 & S. V. Shaposhnikov1,2,3,",Doklady Mathematics,2020,https://link.springer.com/article/10.1134/S1064562420060083,"Fokker–Planck–Kolmogorov equation,Cauchy problem,uniqueness of a solution"
0,State Observation and Diagnosis of Discrete-Event Systems Described by Stochastic Automata,"The problems ofstate observation and diagnosis are solved for discrete–eventsystems, which are described by stochastic automata. As manysystems are not observable in the sense that it is possible toreconstruct the state unambiguously, the observation problemis set up as the problem of determining the smallest possibleset of states that are compatible with the measured input andoutput sequences. The diagnostic problem is shown to be, in principle,an observation problem. Conditions for the observability anddiagnosability of stochastic automata are presented. The resultsare illustrated by examples.",J. Lunze1 & J. Schröder,Discrete Event Dynamic Systems,2001,https://link.springer.com/article/10.1023/A%3A1011273108731,"state observation,diagnosis,stochastic automata,diagnosability,observability"
0,A Petri net based approach for multi-robot path planning,"This paper presents a procedure for creating a probabilistic finite-state model for mobile robots and for finding a sequence of controllers ensuring the highest probability for reaching some desired regions. The approach starts by using results for controlling affine systems in simpliceal partitions, and then it creates a finite-state representation with history-based probabilities on transitions. This representation is embedded into a Petri Net model with probabilistic costs on transitions, and a highest probability path to reach a set of target regions is found. An online supervising procedure updates the paths whenever a robot deviates from the intended trajectory. The proposed probabilistic framework may prove suitable for controlling mobile robots based on more complex specifications.",Marius Kloetzer1 & Cristian Mahulea,Discrete Event Dynamic Systems,2014,https://link.springer.com/article/10.1007/s10626-013-0162-6,"Discrete event systems,Abstractions,Mobile robots,Hybrid systems,Algorithms"
0,Ruin probabilities with pairwise quasi-asymptotically independent and dominatedly-varying tailed claims,"This paper considers the nonstandard renewal risk model in which a part of surplus is invested into a Black-Scholes market whose price process is modelled by a geometric Brownian motion, claim sizes form a sequence of not necessarily identically distributed and pairwise quasi-asymptotically independent random variables with dominatedly-varying tails. The authors obtain a weakly asymptotic formula for the finite-time and infinite-time ruin probabilities. In particular, if the claims are identically distributed and consistently-varying tailed, then an asymptotic formula is presented.","Yinghua Dong1,2 & Yuebao Wang",Journal of Systems Science and Complexity,2012,https://link.springer.com/article/10.1007/s11424-012-9294-2,"Dominatedly varying tails,nonstandard renewal risk model,pairwise quasi-asymptotic independence,perturbed renewal risk model,weighted renewal function"
0,On Necessary Conditions of Probability Limit Theorems in Finite Algebras,"AbstractWe consider the conditions for a finite set with a given system of operations (a finite algebra) to be subject to a probability limit theorem, i.e., arbitrary computations with mutually independent random variables have value distributions that tend to a certain limit (limit law) as the number of random variables used in the computation grows. Such behavior may be seen as a generalization of the central limit theorem that holds for sums of continuous random variables. We show that the existence of a limit probability law in a finite algebra has strong implications for its set of operations. In particular, with some geometric exceptions excluded, the existence of a limit law without zero components implies that all operations in the algebra are quasigroup operations and the limit law is uniform.",A. D. Yashunsky,Doklady Mathematics,2020,https://link.springer.com/article/10.1134/S1064562420040213,"finite algebra,random variable,limit theorem,quasigroup,uniform distribution"
0,Asymptotic property for some series of probability,"Let {X, X

n
, n ≥ 1} be a sequence of i.i.d.random variables with zero mean, and set \(\sum\limits_{k = 1}^n {X_k }\), EX
2 = σ
2 > 0, \(\lambda \left( \varepsilon \right) = \sum\limits_{n = 1}^\infty {P\left( {\left| {S_n } \right| \geqslant n\varepsilon } \right)}\). In this paper, we discuss the rate of the approximation of σ
2 by ɛ
2
λ(ɛ) under suitable conditions, and improve the corresponding results of Klesov (1994).",Jian-jun He1 & Ting-fan Xie,"Acta Mathematicae Applicatae Sinica, English Series",2013,https://link.springer.com/article/10.1007/s10255-012-0138-6,"asymptotic property,the rate of approximation,complete convergence"
0,The Worst Drug Rule Revisited: Mathematical Modeling of Cyclic Cancer Treatments,"In drug treatments of cancer, cyclic treatment strategies are characterized by alternating applications of two (or more) different drugs, given one at a time. One of the main problems of drug treatment in cancer is associated with the generation of drug resistance by mutations of cancerous cells. We use mathematical methods to develop general guidelines on optimal cyclic treatment scheduling, with the aim of minimizing the resistance generation. We define a condition on the drugs’ potencies which allows for a relatively successful application of cyclic therapies. We find that the best strategy is to start with the stronger drug, but use longer cycle durations for the weaker drug. We further investigate the situation where a degree of cross-resistance is present, such that certain mutations cause cells to become resistant to both drugs simultaneously. We show that the general rule (best-drug-first, worst-drug-longer) is unchanged by the presence of cross-resistance. We design a systematic method to test all strategies and come up with the optimal timing and drug order. The role of various constraints in the optimal therapy design, and in particular, suboptimal treatment durations and drug toxicity, is considered. The connection with the “worst drug rule” of Day (Cancer Res. 46:3876, 1986b) is discussed.",Allen A. Katouli1 & Natalia L. Komarova,Bulletin of Mathematical Biology,2011,https://link.springer.com/article/10.1007/s11538-010-9539-y,"Stochastic modeling of cancer,CML"
