,Unnamed: 0,title,abstract,author,journal,year,pdf_link,keyword
33,0,Some Problems of Harmonic Analysis on Reductive Groups,An algebraic approach to harmonic analysis on reductive Lie groups is proposed. The case of complex semisimple Lie groups is considered in details. Some problems for real reductive Lie groups are discussed.,D. P. Zhelobenko,Acta Applicandae Mathematica,2004,https://link.springer.com/article/10.1023/B%3AACAP.0000024209.38381.57,"Lie groups,Lie algebras,enveloping algebras,group algebras,topological modules,Harish-Chandra modules"
34,0,Limiting Weak-Type Behaviors for Certain Classical Operators in Harmonic Analysis,"This paper explores the limiting weak-type behaviors of certain classical operators in harmonic analysis including maximal operators, singular and fractional integral operators and maximal truncated singular integrals as well as the general convolution operators with weak-type Young’s inequalities. Some optimal limiting weak-type behaviors are given, which essentially improve and extend the previous results. As applications, several characterizations on the weak-type endpoint boundedness for fractional integral operators and maximal operators with homogeneous kernels, and the weak-type Young’s inequality for the general convolution operator are also obtained.","Weichao Guo1, Jianxun He2 & Huoxiong Wu",Potential Analysis,2021,https://link.springer.com/article/10.1007/s11118-020-09828-6,"Limiting behaviors,Weak type estimates,Maximal operators,Singular integrals,Fractional integrals,Young’s inequality"
35,0,Harmonic analysis of stochastic equations and backward stochastic differential equations,"The BMO martingale theory is extensively used to study nonlinear multi-dimensional stochastic equations in \({\mathcal{R}^p}\) (\({p\in [1,\infty)}\)) and backward stochastic differential equations (BSDEs) in \({\mathcal{R}^p\times \mathcal{H}^p}\) (\({p\in (1, \infty)}\)) and in \({\mathcal{R}^\infty\times\overline{L^\infty}^{\rm BMO}}\) , with the coefficients being allowed to be unbounded. In particular, the probabilistic version of Fefferman’s inequality plays a crucial role in the development of our theory, which seems to be new. Several new results are consequently obtained. The particular multi-dimensional linear cases for stochastic differential equations (SDEs) and BSDEs are separately investigated, and the existence and uniqueness of a solution is connected to the property that the elementary solutions-matrix for the associated homogeneous SDE satisfies the reverse Hölder inequality for some suitable exponent p ≥ 1. Finally, some relations are established between Kazamaki’s quadratic critical exponent b(M) of a BMO martingale M and the spectral radius of the stochastic integral operator with respect to M, which lead to a characterization of Kazamaki’s quadratic critical exponent of BMO martingales being infinite.",Freddy Delbaen1 & Shanjian Tang,Probability Theory and Related Fields,2010,https://link.springer.com/article/10.1007/s00440-008-0191-5,"BMO martingales,Stochastic equations,Backward stochastic differential equations,Fefferman’s inequality,Reverse Hölder inequalities,Unbounded coefficients"
36,0,"The convergence inL
1 of singular integrals in harmonic analysis and ergodic theory","We study the behavior of the ergodic singular integral τ associated to a nonsingular measurable flow {τ:t ∈ ℝ} on a finite measure space and a Calderón—Zygmund kernel with support in (0, ∞). We show that if the flow preserves the measure or, with more generality, if the flow is such that the semiflow {τt:t>-0} is Cesàrobounded,f and τf are integrable functions, then the truncations of the singular integral converge to τf not only in the a.e. sense but also in the L1-norm. To obtain this result we study the problem for the singular integrals in the real line and in the setting of the weighted L1-spaces.",María Lorente,Journal of Fourier Analysis and Applications,1999,https://link.springer.com/article/10.1007/BF01257195,"primary 28D05,secondary 42B20"
37,0,Extended harmonic analysis of phase space representations for the Galilei group,"The spectral resolution of phase space representations of the Galilei group is achieved by deriving all possible decompositions into irreducible representations corresponding to reproducing kernel Hilbert spaces. Spectral syntheses in terms of eigenfunction expansions, as well as in terms of continuous resolutions of the identity, are achieved. For the latter, the existence, uniqueness and other basic properties of resolution generators are established. This is shown to lead to systems of covariance related to measurements of stochastic phase space values performed with extended quantum test particles, whose proper wavefunctions are the aforementioned resolution generators.",S. Twareque Ali1 & Eduard Prugovečki,Acta Applicandae Mathematica,1986,https://link.springer.com/article/10.1007/BF00046933,"20C35,81G20"
38,0,Harmonic Analysis Associated with the Multivariate Laguerre Function,"In this paper, the generalized Laguerre hypergroup \(\mathbb {K}=[0,+\infty [^{n}\times \mathbb {R}\) is introduced via the multivariate Laguerre function. The inversion theorem, the Plancherel theorem and a Paley–Wiener-type theorem are established for the generalized Fourier–Laguerre transform.","Lotfi Kamoun 
            ORCID: orcid.org/0000-0002-2256-36941 & Rim Selmi",Mediterranean Journal of Mathematics,2018,https://link.springer.com/article/10.1007/s00009-018-1085-0,"41A27,42B10,44A05,44A35"
39,0,Finite Element Analysis of an Optimal Control Problem in the Coefficients of Time-Harmonic Eddy Current Equations,"This paper is concerned with an optimal control problem governed by time-harmonic eddy current equations on a Lipschitz polyhedral domain. The controls are given by scalar functions entering in the coefficients of the curl-curl differential operator in the state equation. We present a mathematical analysis of the optimal control problem, including sensitivity analysis, regularity results, existence of an optimal control, and optimality conditions. Based on these results, we study the finite element analysis of the optimal control problem. Here, the state is discretized by the lowest order edge elements of Nédélec’s first family, and the control is discretized by continuous piecewise linear elements. Our main findings are convergence results of the finite element discretization (without a rate).",Irwin Yousept,Journal of Optimization Theory and Applications,2012,https://link.springer.com/article/10.1007/s10957-012-0040-7,"Optimal control with PDEs,Eddy current equations,Control in coefficients,Nédélec’s curl-conforming edge elements"
40,0,"Notes on Stein-Sahi representations and some problems of non-L
2 harmonic analysis",We discuss one natural class of kernels on pseudo-Riemannian symmetric spaces. Bibliography: 89 titles.,"Yu. A. Neretin1,",Journal of Mathematical Sciences,2007,https://link.springer.com/article/10.1007/s10958-007-0052-2,"Symmetric Space,Unitary Representation,Hermitian Form,Linear Fractional Transformation,Hermitian Symmetric Space"
41,0,Qualitative analysis of the influence of random perturbations of “white-noise” type applied along the vector of phase velocity on a harmonic oscillator with friction,"We consider representations in the phase plane for the harmonic oscillator with friction under random perturbations applied along the vector of phase velocity. We investigate the behavior of the amplitude, phase, and total energy of the damped oscillator.",G. L. Kulinic,Ukrainian Mathematical Journal,1997,https://link.springer.com/article/10.1007/BF02486615,"Phase Velocity,Harmonic Oscillator,Stochastic Differential Equation,Phase Plane,Wiener Process"
42,0,Self-Similarity in Harmonic Analysis,"This is a survey of recent work involving concepts of self-similarity that relate to harmonic analysis. Perhaps the main theme is the question: how does the fractal or self-similar nature of an object express itself on the Fourier transform side? A wide range of related topics are discussed, including self-similar measures and distributions, fractal Plancherel theorems, Lp dimensions and densities of measures, multiperiodic functions and their asymptotic behavior, convolution equations with self-similar measures, self-similar tilings, and the development of self-similar analysis on stratified nilpotent Lie groups.",Robert S. Strichartz,Journal of Fourier Analysis and Applications,1994,https://link.springer.com/article/10.1007/s00041-001-4001-z,"Lebesgue Measure,Fundamental Solution,Heisenberg Group,Approximate Identity,Proper Cone"
43,0,Harmonic analysis of additive Lévy processes,"Let X 1, . . . ,X  N  denote N independent d-dimensional Lévy processes, and consider the N-parameter random field $$\mathfrak{X}(t) := X_1(t_1)+\cdots+ X_N(t_N).$$First we demonstrate that for all nonrandom Borel sets \({F\subseteq{{\bf R}^d}}\) , the Minkowski sum \({\mathfrak{X}({{\bf R}^{N}_{+}})\oplus F}\) , of the range \({\mathfrak{X}({{\bf R}^{N}_{+}})}\) of \({\mathfrak{X}}\) with F, can have positive d-dimensional Lebesgue measure if and only if a certain capacity of F is positive. This improves our earlier joint effort with Yuquan Zhong by removing a certain condition of symmetry in Khoshnevisan et al. (Ann Probab 31(2):1097–1141, 2003). Moreover, we show that under mild regularity conditions, our necessary and sufficient condition can be recast in terms of one-potential densities. This rests on developing results in classical (non-probabilistic) harmonic analysis that might be of independent interest. As was shown in Khoshnevisan et al. (Ann Probab 31(2):1097–1141, 2003), the potential theory of the type studied here has a large number of consequences in the theory of Lévy processes. Presently, we highlight a few new consequences.",Davar Khoshnevisan1 & Yimin Xiao,Probability Theory and Related Fields,2009,https://link.springer.com/article/10.1007/s00440-008-0175-5,"Additive Lévy processes,Multiplicative Lévy processes,Capacity,Intersections of regenerative sets"
44,0,Harmonic analysis on tori,"We consider measurable subsets Ω∋{ofR}n with 0<m(Ω)<∞, and we assume that Ω has a spectral set Λ. (In the special case when Ω is also assumed open, Λ may be obtained as the joint spectrum of a family of commuting self-adjoint operators {H k: 1≤k≤n} in L 2 (Ω) such that each H k is an extension of i(∂/∂x k) on C c ∞(Ω), k=1, ..., n.)It is known that Ω is a fundamental domain for a lattice if Λ is itself a lattice. In this paper, we consider a class of examples where Λ is not assumed to be a lattice. Instead Λ is assumed to have a certain inhomogeneous form, and we prove a necessary and sufficient condition for Ω to be a fundamental domain for some lattice in {ofR}n. We are thus able to decide the question, ‘fundamental domain or not’, by considering only properties of the spectrum Λ. Our criterion is obtained as a corollary to a theorem concerning partitions of sets Ω which have a spectrum of inhomogeneous form.",Palle E. T. Jørgensen1 & Steen Pedersen,Acta Applicandae Mathematica,1987,https://link.springer.com/article/10.1007/BF00046583,"Primary 20C99,20F05,42A65,47D25,secondary 42C05,47D40"
