,title,abstract,author,journal,year,pdf_link,keyword
0,How to approximate the Dirac equation with the Mauser method,"Mauser and coworkers discussed in a series of papers an ansatz how to split the Dirac equation and the wave function appearing therein into a part related to a free moving electron and another part related to a free moving positron. This ansatz includes an expansion of these quantities into orders of the reciprocal of the speed of light \(\epsilon = 1/c\). In particular, in Mauser (VLSI Design 9:415, 1999) it is discussed how to apply this expansion up to the second order in the reciprocal of the speed of light \(\epsilon \). As an expansion of this analysis, we show in this work how all three well-known terms that appear in an expansion of the Dirac equation in second order on the reciprocal of the speed of light, namely, a relativistic correction to the kinetic energy, the Darwin term, and the spin-orbit interaction, can be found using the ansatz of Mauser—and doing so, we close a gap between this ansatz to approximate the Dirac equation and other approximative results found using the Foldy–Wouthuysen transformation.","Klaus Renziehausen 
            ORCID: orcid.org/0000-0001-5168-16171,2, Kunlong Liu 
            ORCID: orcid.org/0000-0002-7852-19793 & Ingo Barth 
            ORCID: orcid.org/0000-0002-1932-78341,",Quantum Studies: Mathematics and Foundations,2022,https://link.springer.com/article/10.1007/s40509-022-00270-4,"Quantum mechanics,Relativistic physics,Dirac equation,Atomic physics"
0,Extrapolating for attaining high precision solutions for fractional partial differential equations,"This paper aims at obtaining a high precision numerical approximation for fractional partial differential equations. This is achieved through appropriate discretizations: firstly we consider the application of shifted Legendre or Chebyshev polynomials to get a spatial discretization, followed by a temporal discretization where we use the Implicit Euler method (although any other temporal integrator could be used). Finally, the use of an extrapolation technique is considered for improving the numerical results. In this way a very accurate solution is obtained. An algorithm is presented, and numerical results are shown to demonstrate the validity of the present technique.","Fernanda Simões Patrício1, Miguel Patrício2 & Higinio Ramos",Fractional Calculus and Applied Analysis,2018,https://link.springer.com/article/10.1515/fca-2018-0079,"Primary 35R11,Secondary 33D45,34A08,34K37,94A11"
0,A Robust numerical approach for singularly perturbed time delayed parabolic partial differential equations,"We consider the numerical solution of a initial boundary value problem with a time delay. The problem under consideration is singularly perturbed from the mathematical perspective. Assuming that the coefficients of the differential equation are smooth, we construct and analyze the finite difference method whose solutions converge pointwise at all points of the domain independently of the singular perturbation parameter. The method permits its extension to the case of adaptive meshes, which may be used to improve the solution. Numerical examples are presented to demonstrate the effectiveness of the method. The convergence obtained in practice satisfies the theoretical predictions.",Aditya Kaushik1 & Manju Sharma,Computational Mathematics and Modeling,2012,https://link.springer.com/article/10.1007/s10598-012-9122-5,"Asymptotic Expansion,Singular Perturbation,Travel Wave Solution,Initial Boundary,Maximum Absolute Error"
0,Existence of the Solution to the Cauchy Problem for Nonlinear Stochastic Partial Differential-Difference Equations of Neutral Type,"The authors consider the existence of the solution to the Cauchy problem in the class of nonlinear stochastic partial differential-difference equations of neutral type, with regard for random external perturbations independent of the Wiener process. Sufficient conditions are obtained for the coefficients of the nonlinear stochastic differential-difference equations of neutral type that guarantee the existence of the solution with probability one.",V. K. Yasynskyy1 & I. V. Yurchenko,Cybernetics and Systems Analysis,2021,https://link.springer.com/article/10.1007/s10559-021-00401-6,"stochastic partial differential equations of neutral type,existence of the solution with probability one,Cauchy problem"
0,A multipoint problem for partial differential equations unresolved with respect to the higher time derivative,"We investigate the well-posedness of problems for partial differential equations unresolved with respect to the higher time derivative with multipoint conditions with respect to time. By using the metric approach, we determine lower bounds for small denominators appearing in the course of the solution of the problems.",I. S. Klyus1 & B. I. Ptashnyk,Ukrainian Mathematical Journal,1999,https://link.springer.com/article/10.1007/BF02525139,"Partial Differential Equation,Lebesgue Measure,Naukova Dumka,Hyperbolic Equation,Small Denominator"
0,Some approaches to the construction of approximate solutions of the generalized Goursat problem for systems of certain quasilinear partial differential equations with deviating argument,"We construct and investigate monotone and alternating rapidly convergent two-sided methods for the approximate integration of the generalized Goursat problem, prove the existence and uniqueness of its regular solution, establish theorems on differential inequality and comparison, and obtain sufficient conditions for the existence of solutions of the indicated problem of fixed sign in a given domain.",V. V. Marinets,Ukrainian Mathematical Journal,1995,https://link.springer.com/article/10.1007/BF01060964,"Differential Equation,Partial Differential Equation,Approximate Solution,Regular Solution,Fixed Sign"
0,Existence of solutions of a class of multivalued partial differential equations,"Conditions are given for the existence of solutions and the compactness of the set of solutions of the Darboux problem for the differential inclusion
$$u_{xy}  \in F(x,y,u_x ,u_y ,u_{xy} ),$$

",A. N. Vityuk,Ukrainian Mathematical Journal,1990,https://link.springer.com/article/10.1007/BF01066183,"Differential Equation,Partial Differential Equation,Differential Inclusion,Darboux Problem"
0,On a mixed problem for systems of definite quasilinear partial differential equations with deviating argument,"For a mixed problem for a system of definite quasilinear pseudoparabolic equations with deviating argument, we prove a theorem on differential inequalities and existence of a unique regular solution and a comparison theorem and give sufficient conditions of existence of solutions with constant sign.",V. V. Marynets',Ukrainian Mathematical Journal,1994,https://link.springer.com/article/10.1007/BF01058895,"Differential Equation,Partial Differential Equation,Regular Solution,Comparison Theorem,Mixed Problem"
0,Lower bounds on the cost functional for systems governed by partial differential equations,"Given two systems, one governed by a partial differential equation of a parabolic type and the other governed by a partial differential equation of a hyperbolic type, a cost functional is defined. For each system, an inequality is derived. From these inequalities, lower bounds on the cost functional can be estimated.",Y. Yavin,Journal of Optimization Theory and Applications,1973,https://link.springer.com/article/10.1007/BF00935560,"Partial Differential Equation,Lower Bound,Optimization Theory,Real Positive Number,Closed Interval"
0,A Problem with Nonlocal Conditions for Partial Differential Equations with Variable Coefficients,We establish conditions for the unique solvability of a problem for partial differential equations with coefficients dependent on variables t and x in a rectangular domain with nonlocal two-point conditions with respect to t and local boundary conditions with respect to x. We prove metric statements related to lower bounds of small denominators appearing in the course of solution of the problem.,O. D. Vlasii1 & B. I. Ptashnyk,Ukrainian Mathematical Journal,2001,https://link.springer.com/article/10.1023/A%3A1015235708785,"Boundary Condition,Differential Equation,Partial Differential Equation,Lower Bound,Variable Coefficient"
0,Unique solvability of certain matrix partial differential equations,"A class of matrix-valued functions is picked out, invariant relative to the operator, where t=(t1, ..., tn) are complex variables, x is a real parameter, A(x) is a matrix, {λi(x)}
n1
=σ(A(x)). It is shown that the operator is normally solvable in the class picked out and a uniqueness theorem is proved for the solution of a nonstandard problem: the desired matrix-valued function Z(x, t) is known only at a point and∂z/∂x ⊥ Kerℒ
*. Such problems arise naturally when developing the general theory of singular perturbations.",S. A. Lomov,Mathematical notes of the Academy of Sciences of the USSR,1977,https://link.springer.com/article/10.1007/BF01787653,"Differential Equation,Partial Differential Equation,General Theory,Complex Variable,Real Parameter"
0,Numerical-Analytic Method for the Investigation of Periodic Solutions of Partial Integro-Differential Equations with Pulse Action,"Using a generalization of the numerical-analytic method, we establish conditions for the existence of solutions periodic in t with period T for a system of partial integro-differential equations with pulse action.",A. B. Tkach,Nonlinear Oscillations,2005,https://link.springer.com/article/10.1007/s11072-005-0041-7,"Differential Equation,Partial Differential Equation,Ordinary Differential Equation,Periodic Solution,Functional Equation"
0,Forced oscillations of boundary value problems of higher order functional partial differential equations,In this paper we study the forced oscillations of boundary value problems of a class of higher order functional partial differential equations. The principal tool is an everaging techniqe which enables one to establish oscillation in terms of related functional differential inequallities.,"Jin Mingzhong1, Dong Ying1 & Li Chongxiao",Applied Mathematics and Mechanics,1996,https://link.springer.com/article/10.1007/BF00127188,"higher order functional partial differential equation,boundary value problems,forced oscillation"
0,On potentiality conditions for partial differential-difference equations,We obtain necessary and sufficient conditions for the existence of variational principles with respect to a classical bilinear form for boundary value problems for partial differential-difference equations.,I. A. Kolesnikova,Differential Equations,2010,https://link.springer.com/article/10.1134/S0012266110030134,"Inverse Problem,Periodic Solution,Variational Principle,Potentiality Condition,Direct Problem"
0,Initial value problems for a class of nonlinear integro-partial differential equations,"In this paper, the problem of global existence of solutions to the following initial value problem is studied:
$$\left\{ \begin{gathered}  u_{tt}  - au_{xxt}  - p(u_x )_x  - \int_0^t {\lambda (t - s)q(u_x )_x ds}  = f(x,t) \hfill \\                                        ( - \infty< x<  + \infty ),  t > 0, \hfill \\  u \left| {_{t = 0}   =  \varphi (x),  u_t } \right|_{t = 0}   =  \psi (x)  ( -  \infty<  x<   +  \infty ) \hfill \\ \end{gathered}  \right.$$
, which comes from viscoelastic mechanics. By making use of integral estimates method, it is proved that this problem has a global solution if, in addition to certain regularity assumptions on the given functions, the following conditions are satisfied: p′(s) ≥ c1 > 0, |q′(s)| ≤ const, λ(0) < 0, λ′(0) < λ2(0)",Guo Ai,Applied Mathematics and Mechanics,1999,https://link.springer.com/article/10.1007/BF02464943,"initial value problem,integro-partial differential equation,classical solution"
0,Decay at infinity of solutions to higher order partial differential equations: Removal of the curvature assumption,"In an earlier paper a generalization of Rellich’s theorem on the Helmholz equation was obtained for a large class of higher order equationsP(1/i∂/∂x)u=f, subject to the condition that the Gaussian curvature ofP(ξ)=0 never vanish. This restriction is removed in this note.",Walter Littman,Israel Journal of Mathematics,1970,https://link.springer.com/article/10.1007/BF02798687,"Compact Support,Differentiable Function,Gaussian Curvature,Force Contract,Interpolation Space"
0,Construction of Periodic Solutions of Linear Systems of Partial Differential Equations with Linear Deviations of Arguments,We prove a theorem on the existence of a solution of a system of partial differential equations with linearly transformed arguments that is continuously differentiable and bounded on ℝ2.,M. I. Hrom’yak,Nonlinear Oscillations,2004,https://link.springer.com/article/10.1007/s11072-005-0024-8,"Differential Equation,Linear System,Partial Differential Equation,Ordinary Differential Equation,Periodic Solution"
0,Dynamics of solutions of the Cauchy problem for semilinear parabolic stochastic partial differential equations with power-law singularities,We prove a comparison theorem for bounded solutions of the Cauchy problem for stochastic partial differential equations of the parabolic type with linear leading part. The drift and diffusion coefficients have locally bounded derivatives with respect to the state variable. We use this comparison theorem to study the dynamics of solutions of an equation with an absorber and an equation with a source.,S. A. Mel’nik,Differential Equations,2016,https://link.springer.com/article/10.1134/S0012266116010067,"Cauchy Problem,Homogeneous Solution,Comparison Theorem,Parabolic Type,Stochastic Partial Differential Equation"
0,Constructing symmetries and finding a first integral of a system of partial differential-difference equations,We obtain necessary and sufficient conditions for a system of partial differential-difference equations to admit a group of infinitesimal point transformations. We use examples to illustrate how one can find such groups and generators of symmetries as well as first integrals and functionals for potential operators.,I. A. Kolesnikova,Differential Equations,2015,https://link.springer.com/article/10.1134/S0012266115020056,"Symmetry Group,Bilinear Form,Potential Operator,Symmetry Transformation,Transformation Generator"
0,On the Summability of Formal Solutions of Linear Partial Differential Equations,"We investigate the existence and the Borel summability of formal power series in one variable with holomorphic coefficients, solutions of linear partial differential equations which are not of Kowalewski type in the complex domain. Sufficient conditions are given in terms of the shape of the partial differential equations and initial conditions. Existence and asymptotic behavior of local sectorial holomorphic solutions of these linear partial differential equations are obtained as a by-product.",Stéphane Malek,Journal of Dynamical and Control Systems,2005,https://link.springer.com/article/10.1007/s10883-005-6586-z,"Asymptotic expansions,Cauchy problems,formal power series,Gevrey estimates,κ-summability,linear partial differential equations in the complex domain"
0,On the Summability of Formal Solutions of Nonlinear Partial Differential Equations with Shrinkings,"We investigate the existence and Borel summability of formal power series in one variable with holomorphic coefficients, solutions of nonlinear partial differential equations with shrinkings having non-Kowalewski type in the complex domain. Sufficient conditions are given in terms of the shape of the functional partial differential equations and initial conditions. The existence and asymptotic behavior of local sectorial holomorphic solutions of these nonlinear functional partial differential equations are obtained as a by-product. We apply the results to the study of asymptotic the behavior of solutions of some advanced-argument partial differential equations in a neighborhood of infinity.",S. Malek,Journal of Dynamical and Control Systems,2007,https://link.springer.com/article/10.1007/s10883-006-9007-z,"35C10,35C20"
0,Explicit Jacobi elliptic exact solutions for nonlinear partial fractional differential equations,"In this article, we use the fractional complex transformation to convert nonlinear partial fractional differential equations to nonlinear ordinary differential equations. An algebraic method is improved to construct uniformly a series of exact solutions for some nonlinear time-space fractional partial differential equations. We construct successfully a series of some exact solutions including the elliptic doubly periodic solutions with the aid of computerized symbolic computation software package such as Maple or Mathematica. This method is efficient and powerful in solving a wide classes of nonlinear partial fractional differential equations. The Jacobi elliptic doubly periodic solutions are generated by the trigonometric exact solutions and the hyperbolic exact solutions when the modulus m→0 and m→1, respectively.","Khaled A Gepreel1,",Advances in Difference Equations,2014,https://link.springer.com/article/10.1186/1687-1847-2014-286,"fractional calculus,fractional complex transformation,modified Riemann-Liouville derivative,Jacobi elliptic functions,nonlinear fractional differential equations"
0,Multisummability of formal solutions of inhomogeneous linear partial differential equations with constant coefficients,We consider the Cauchy problem for a general inhomogeneous linear partial differential equation with constant coefficients in two complex variables. We obtain necessary and sufficient conditions for the multisummability of formal solutions in terms of analytic continuation properties and growth estimates of some functions connected with the inhomogeneity. The results are presented in the general framework of 1/p-fractional equations.,S. Michalik,Journal of Dynamical and Control Systems,2012,https://link.springer.com/article/10.1007/s10883-012-9136-5,"Fractional linear PDEs with constant coefficients,formal power series,Borel summability,multisummability,Duhamel principle"
0,Numerical solution of some partial differential equations by means of a deterministic method of approximate functional integration,A numerical method of solution of some partial differential equations is presented. The method is based on representation of Green functions of the equations in the form of functional integrals and subsequent approximate calculation of the integrals with the help of a deterministic approach. In this case the solution of the equations is reduced to evaluation of usual (Riemann) integrals of relatively low multiplicity. A procedure allowing one to increase accuracy of the solutions is suggested. The features of the method are investigated on examples of numerical solution of the Schrödinger equation and related diffusion equation.,V. D. Rushai,Numerische Mathematik,2009,https://link.springer.com/article/10.1007/s00211-008-0201-7,"65M99,28C20"
0,Quasi-periodic solutions for class of Hamiltonian partial differential equations with fixed constant potential,"We consider Hamiltonian partial differential equations u
tt
 +|∂
x
u|+σu = f(u); x ∈ T; t ∈ ℝ; with periodic boundary conditions, where f(u) is a real-analytic function of the form f(u) = u5 + o(u5) near u = 0; σ ∈ (0; 1) is a fixed constant, and T = ℝ/2πℤ: A family of quasi-periodic solutions with 2-dimensional are constructed for the equation above with π ∈ (0; 1)ℚ: The proof is based on infinite-dimensional KAM theory and partial Birkhoff normal form.",Xindong Xu,Frontiers of Mathematics in China,2018,https://link.springer.com/article/10.1007/s11464-017-0667-7,"Dense frequency,quasi-periodic solution,Birkhoff normal form"
0,"On Certain Functional and Partial Differential Equations, II","We characterize entire and meromorphic solutions of certain functional equations and nonlinear partial differential equations.
",Bao Qin Li,Complex Analysis and Operator Theory,2021,https://link.springer.com/article/10.1007/s11785-021-01126-2,"Entire solution,Meromorphic solution,Fermat functional equation,Partial differential equation"
0,A finite element method for time fractional partial differential equations,"In this paper, we consider the finite element method for time fractional partial differential equations. The existence and uniqueness of the solutions are proved by using the Lax-Milgram Lemma. A time stepping method is introduced based on a quadrature formula approach. The fully discrete scheme is considered by using a finite element method and optimal convergence error estimates are obtained. The numerical examples at the end of the paper show that the experimental results are consistent with our theoretical results.","Neville J. Ford1, Jingyu Xiao2 & Yubin Yan",Fractional Calculus and Applied Analysis,2011,https://link.springer.com/article/10.2478/s13540-011-0028-2,"Primary 65M12,Secondary 65M06, 65M60, 65M70, 35S10"
0,"The Double Laplace Transforms and Their Properties with Applications to Functional, Integral and Partial Differential Equations","Although a very vast and extensive literature including books and papers on the Laplace transform of a function of a single variable, its properties and applications is available, but a very little or no work is available on the double Laplace transform, its properties and applications.This paper deals with the double Laplace transforms and their properties with examples and applications to functional, integral and partial differential equations. Several simple theorems dealing with general properties of the double Laplace transform are proved. The convolution, its properties and convolution theorem with a proof are discussed in some detail. The main focus of this paper is to develop the method of the double Laplace transform to solve initial and boundary value problems in applied mathematics, and mathematical physics.",Lokenath Debnath,International Journal of Applied and Computational Mathematics,2016,https://link.springer.com/article/10.1007/s40819-015-0057-3,"Double Laplace transform,Single Laplace transform,Convolution,Functional,Integral and partial differential equations"
0,Finite element approximation of elliptic partial differential equations on implicit surfaces,"The aim of this paper is to investigate finite element methods for the solution of elliptic partial differential equations on implicitly defined surfaces. The problem of solving such equations without triangulating surfaces is of increasing importance in various applications, and their discretization has recently been investigated in the framework of finite difference methods. For the two most frequently used implicit representations of surfaces, namely level set methods and phase-field methods, we discuss the construction of finite element schemes, the solution of the arising discretized problems, and provide error estimates. The convergence properties of the finite element methods are illustrated by computations for several test problems.",Martin Burger,Computing and Visualization in Science,2009,https://link.springer.com/article/10.1007/s00791-007-0081-x,"Weak Solution,Implicit Representation,Finite Element Approximation,Elliptic Partial Differential Equation,Implicit Surface"
0,Fractional-In-Time and Multifractional-In-Space Stochastic Partial Differential Equations,"This paper derives the weak-sense Gaussian solution to a family of fractional-in-time and multifractional-in-space stochastic partial differential equations, driven by fractional-integrated-in-time spatiotemporal white noise. Some fundamental results on the theory of pseudodifferential operators of variable order, and on the Mittag-Leffler function are applied to obtain the temporal, spatial and spatiotemporal Hölder continuity, in the mean-square sense, of the derived solution.","Vo V. Anh1, Nikolai N. Leonenko2 & María D. Ruiz-Medina",Fractional Calculus and Applied Analysis,2016,https://link.springer.com/article/10.1515/fca-2016-0074,"Primary 60G60,60G15,60G22,Secondary 60G20,60G17,60G12"
0,Numerical Methods for Solving Space Fractional Partial Differential Equations Using Hadamard Finite-Part Integral Approach,"We introduce a novel numerical method for solving two-sided space fractional partial differential equations in two-dimensional case. The approximation of the space fractional Riemann–Liouville derivative is based on the approximation of the Hadamard finite-part integral which has the convergence order \(O(h^{3- \alpha })\), where h is the space step size and \(\alpha \in (1, 2)\) is the order of Riemann–Liouville fractional derivative. Based on this scheme, we introduce a shifted finite difference method for solving space fractional partial differential equations. We obtained the error estimates with the convergence orders \(O(\tau +h^{3-\alpha }+ h^{\beta })\), where \(\tau\) is the time step size and \(\beta >0\) is a parameter which measures the smoothness of the fractional derivatives of the solution of the equation. Unlike the numerical methods for solving space fractional partial differential equations constructed using the standard shifted Grünwald–Letnikov formula or higher order Lubich’s methods which require the solution of the equation to satisfy the homogeneous Dirichlet boundary condition to get the first-order convergence, the numerical method for solving the space fractional partial differential equation constructed using the Hadamard finite-part integral approach does not require the solution of the equation to satisfy the Dirichlet homogeneous boundary condition. Numerical results show that the experimentally determined convergence order obtained using the Hadamard finite-part integral approach for solving the space fractional partial differential equation with non-homogeneous Dirichlet boundary conditions is indeed higher than the convergence order obtained using the numerical methods constructed with the standard shifted Grünwald–Letnikov formula or Lubich’s higher order approximation schemes.","Yanyong Wang1, Yubin Yan2 & Ye Hu",Communications on Applied Mathematics and Computation,2019,https://link.springer.com/article/10.1007/s42967-019-00036-7,"Riemann–Liouville fractional derivative,Space fractional partial differential equation,Error estimates"
0,A Bernstein Property of Some Fourth Order Partial Differential Equations,"In this paper we prove a Bernstein property of solutions for a class of nonlinear, fourth order partial differential equations, including the affine maximal surface equation and the Abreu equation. As a corollary we give a new analytic proof for Chern’s Affine Bernstein Conjecture.",An-Min Li1 & Fang Jia,Results in Mathematics,2009,https://link.springer.com/article/10.1007/s00025-009-0387-8,"53A15,35J60,35J65,53C20,53C21,53C24,53C40,58J60"
0,On the Formulaic Solution of a \((n+1)\)th Order Differential Equation,"A systematic method to facilitate the solution of a \((n+1)\)th order differential equation is introduced. This set of ordinary differential equations is unique in the sense that it defines a hierarchy whose solution can be manipulated to solve a partial differential hierarchy, called Burgers’ hierarchy. The latter forms a highly nonlinear evolutionary class of equations. Our approach can be described as in the following two ways. Firstly, we construct the one-parameter Lie group of transformations that leave the ordinary differential equation invariant, and find that they are universally derived from the \((n+1)\) complex roots of a certain polynomial. Secondly, we prove that the exact solution of the hierarchy for all values of n, is given by an integration formula. An important consequence of this study, is the extension of the formulaic method to exactly solve the entire Burgers’ hierarchy. We exemplify the advantageous nature of our results through solving various members of the hierarchy.
","U. Obaidullah1 & Sameerah Jamal 
            ORCID: orcid.org/0000-0003-3702-8368",International Journal of Applied and Computational Mathematics,2021,https://link.springer.com/article/10.1007/s40819-021-01010-9,"Complex roots,Ordinary differential equations,Point transformations"
